week,homeTeam,awayTeam,home_score,away_score,model_spread,vegas_spread,edge_spread,model_total,vegas_total,edge_total,actual_margin,actual_total,confidence,grade,bet_spread,bet_total,won_spread,won_total
12,Toledo,Central Michigan,37,10,-13.7,-15.0,1.3,48.6,52.5,-3.9,27.0,47.0,1.0,C,,Under,,True
12,Northern Illinois,Akron,29,16,-15.5,-14.0,-1.5,44.4,43.5,0.9,13.0,45.0,1.0,,,,,
12,Ohio,Eastern Michigan,35,10,-15.8,-10.5,-5.3,51.5,51.5,0.0,25.0,45.0,1.0,B,Home,,True,
12,Tulsa,East Carolina,31,38,15.5,16.0,-0.5,65.3,63.5,1.8,-7.0,69.0,1.0,,,,,
7,Arizona State,Utah,27,19,-6.2,6.0,-12.2,39.7,46.5,-6.8,8.0,46.0,1.0,A+,Home,Under,True,True
14,Ohio,Ball State,42,21,-21.5,-18.0,-3.5,58.8,51.5,7.3,21.0,63.0,1.0,A,Home,Over,True,True
14,Bowling Green,Miami (OH),12,28,-1.2,-3.0,1.8,44.8,38.5,6.3,-16.0,40.0,1.0,A,,Over,,True
14,South Alabama,Texas State,38,45,-0.4,2.5,-2.9,65.0,61.0,4.0,-7.0,83.0,1.0,C,,Over,,True
14,Boise State,Oregon State,34,18,-19.4,-17.5,-1.9,63.9,58.0,5.9,16.0,52.0,1.0,B,,Over,,False
7,Kentucky,Vanderbilt,13,20,-3.0,-12.5,9.5,44.6,44.5,0.1,-7.0,33.0,1.0,A+,Away,,True,
14,Sam Houston,Liberty,20,18,0.9,2.5,-1.6,43.2,48.0,-4.8,2.0,38.0,1.0,B,,Under,,True
14,San José State,Stanford,34,31,-4.7,-2.5,-2.2,60.3,54.5,5.8,3.0,65.0,1.0,B,,Over,,True
7,Maryland,Northwestern,10,37,-7.0,-11.0,4.0,37.8,45.0,-7.2,-27.0,47.0,1.0,A,Away,Under,True,False
7,Utah State,UNLV,34,50,15.5,19.0,-3.5,73.3,67.5,5.8,-16.0,84.0,1.0,B,Home,Over,True,True
7,Western Kentucky,UTEP,44,17,-17.3,-19.0,1.7,46.1,55.5,-9.4,27.0,61.0,1.0,A+,,Under,,False
7,James Madison,Coastal Carolina,39,7,-14.0,-7.0,-7.0,57.1,59.0,-1.9,32.0,46.0,1.0,A,Home,,True,
7,Louisiana Tech,Middle Tennessee,48,21,-12.1,-5.0,-7.1,43.0,48.0,-5.0,27.0,69.0,1.0,A,Home,Under,True,False
14,East Carolina,Navy,20,34,2.3,-3.0,5.3,57.7,54.5,3.2,-14.0,54.0,1.0,B,Away,Over,True,False
7,South Florida,Memphis,3,21,5.9,10.0,-4.1,73.4,61.0,12.4,-18.0,24.0,1.0,A+,Home,Over,False,False
14,Colorado State,Utah State,42,37,-6.0,-5.0,-1.0,69.5,57.0,12.5,5.0,79.0,1.0,A+,,Over,,True
14,Army,UTSA,29,24,-11.2,-6.0,-5.2,62.2,53.0,9.2,5.0,53.0,1.0,A+,Home,Over,False,
14,Georgia State,Coastal Carolina,27,48,4.1,-1.0,5.1,62.9,53.0,9.9,-21.0,75.0,1.0,A+,Away,Over,True,True
7,Georgia Southern,Marshall,24,23,2.1,-1.0,3.1,58.7,58.5,0.2,1.0,47.0,1.0,C,Away,,,
7,Eastern Michigan,Miami (OH),14,38,8.8,3.0,5.8,47.3,45.5,1.8,-24.0,52.0,1.0,B,Away,,True,
7,NC State,Syracuse,17,24,-0.3,1.0,-1.3,66.7,51.5,15.2,-7.0,41.0,1.0,A+,,Over,,False
14,Western Michigan,Eastern Michigan,26,18,-5.2,-6.0,0.8,61.1,55.5,5.6,8.0,44.0,1.0,B,,Over,,False
14,Northern Illinois,Central Michigan,24,16,-13.9,-13.5,-0.4,44.1,40.0,4.1,8.0,40.0,1.0,C,,Over,,
14,Temple,North Texas,17,24,10.7,12.0,-1.3,71.0,63.0,8.0,-7.0,41.0,1.0,A+,,Over,,False
7,Western Michigan,Akron,34,24,-8.6,-9.5,0.9,56.6,48.5,8.1,10.0,58.0,1.0,A+,,Over,,True
7,Bowling Green,Northern Illinois,7,17,-3.6,-3.0,-0.6,40.0,46.5,-6.5,-10.0,24.0,1.0,A,,Under,,True
7,Kent State,Ball State,35,37,9.9,3.0,6.9,64.1,58.0,6.1,-2.0,72.0,1.0,A,Away,Over,False,True
14,Charlotte,UAB,29,27,-0.2,1.0,-1.2,68.5,60.0,8.5,2.0,56.0,1.0,A+,,Over,,False
14,James Madison,Marshall,33,35,-5.0,-4.0,-1.0,54.7,52.0,2.7,-2.0,68.0,1.0,,,,,
7,Wake Forest,Clemson,14,49,16.4,21.0,-4.6,59.5,63.0,-3.5,-35.0,63.0,1.0,B,Home,Under,False,
14,Arkansas State,Old Dominion,32,40,4.6,5.5,-0.9,62.4,59.0,3.4,-8.0,72.0,1.0,C,,Over,,True
7,Georgia State,Old Dominion,14,21,6.4,-3.0,9.4,61.0,53.0,8.0,-7.0,35.0,1.0,A+,Away,Over,True,False
7,Central Michigan,Ohio,25,27,12.4,3.0,9.4,51.3,50.5,0.8,-2.0,52.0,1.0,A+,Away,,False,
7,Rice,UTSA,29,27,5.0,3.5,1.5,60.3,51.0,9.3,2.0,56.0,1.0,A+,,Over,,True
14,Florida International,Middle Tennessee,35,24,-11.8,-10.0,-1.8,48.4,51.0,-2.6,11.0,59.0,1.0,,,,,
14,UCLA,Fresno State,20,13,-6.3,-7.5,1.2,42.9,46.5,-3.6,7.0,33.0,1.0,C,,Under,,True
14,San Diego State,Air Force,20,31,1.6,6.0,-4.4,40.7,43.5,-2.8,-11.0,51.0,1.0,C,Home,,False,
7,Buffalo,Toledo,30,15,1.8,10.5,-8.7,52.0,44.5,7.5,15.0,45.0,1.0,A+,Home,Over,True,True
7,Army,UAB,44,10,-21.3,-27.0,5.7,62.3,55.5,6.8,34.0,54.0,1.0,A,Away,Over,False,False
7,North Carolina,Georgia Tech,34,41,-1.1,3.5,-4.6,62.4,60.5,1.9,-7.0,75.0,1.0,B,Home,,False,
7,Florida Atlantic,North Texas,37,41,3.9,5.5,-1.6,68.8,58.5,10.3,-4.0,78.0,1.0,A+,,Over,,True
14,Rice,South Florida,35,28,4.5,5.5,-1.0,59.4,54.0,5.4,7.0,63.0,1.0,B,,Over,,True
7,Illinois,Purdue,50,49,-23.5,-22.5,-1.0,52.4,47.5,4.9,1.0,99.0,1.0,B,,Over,,True
7,Colorado State,San José State,31,24,0.0,-2.5,2.5,55.2,55.5,-0.3,7.0,55.0,1.0,,,,,
14,Troy,Southern Miss,52,20,-18.9,-17.5,-1.4,53.6,49.0,4.6,32.0,72.0,1.0,B,,Over,,True
14,Tulsa,Florida Atlantic,16,63,6.6,-1.0,7.6,60.0,58.0,2.0,-47.0,79.0,1.0,A,Away,,True,
14,Western Kentucky,Jacksonville State,19,17,2.0,-1.0,3.0,50.9,62.5,-11.6,2.0,36.0,1.0,A+,,Under,,True
7,Notre Dame,Stanford,49,7,-33.1,-22.5,-10.6,62.5,45.5,17.0,42.0,56.0,1.0,A+,Home,Over,True,True
7,New Mexico,Air Force,52,37,-0.6,-7.0,6.4,59.0,56.0,3.0,15.0,89.0,1.0,A,Away,,False,
7,Wyoming,San Diego State,24,27,-4.2,-1.5,-2.7,42.5,43.0,-0.5,-3.0,51.0,1.0,,,,,
7,Fresno State,Washington State,17,25,2.0,3.5,-1.5,63.4,60.5,2.9,-8.0,42.0,1.0,,,,,
14,Louisiana Tech,Kennesaw State,33,0,-13.6,-10.0,-3.6,40.8,41.5,-0.7,33.0,33.0,1.0,C,Home,,True,
14,Washington State,Wyoming,14,15,-16.0,-18.5,2.5,57.8,55.0,2.8,-1.0,29.0,1.0,,,,,
14,UNLV,Nevada,38,14,-21.1,-17.5,-3.6,58.0,54.0,4.0,24.0,52.0,1.0,C,Home,Over,True,False
7,Texas State,Arkansas State,41,9,-16.6,-13.5,-3.1,68.0,66.0,2.0,32.0,50.0,1.0,C,Home,,True,
7,Nevada,Oregon State,42,37,2.9,3.0,-0.1,59.6,47.0,12.6,5.0,79.0,1.0,A+,,Over,,True
7,UCLA,Minnesota,17,21,5.7,3.5,2.2,38.7,39.0,-0.3,-4.0,38.0,1.0,,,,,
7,Georgia,Mississippi State,41,31,-27.0,-34.0,7.0,58.3,53.5,4.8,10.0,72.0,1.0,A,Away,Over,True,True
14,New Mexico State,UTEP,35,42,-3.4,-3.5,0.1,49.4,51.5,-2.1,-7.0,77.0,1.0,,,,,
7,Jacksonville State,New Mexico State,54,13,-20.7,-21.0,0.3,58.6,58.5,0.1,41.0,67.0,1.0,,,,,
7,Liberty,Florida International,31,24,-11.0,-15.5,4.5,52.2,56.0,-3.8,7.0,55.0,1.0,B,Away,Under,True,True
14,Wisconsin,Minnesota,7,24,2.8,2.0,0.8,35.2,40.5,-5.3,-17.0,31.0,1.0,B,,Under,,True
14,UCF,Utah,14,28,-0.9,-10.0,9.1,41.2,46.5,-5.3,-14.0,42.0,1.0,A+,Away,Under,True,True
14,Ole Miss,Mississippi State,26,14,-27.6,-26.0,-1.6,58.7,63.5,-4.8,12.0,40.0,1.0,B,,Under,,True
14,Iowa,Nebraska,13,10,-10.0,-3.0,-7.0,34.0,41.5,-7.5,3.0,23.0,1.0,A,Home,Under,,True
12,Colorado State,Wyoming,24,10,-7.7,-8.5,0.8,46.1,47.5,-1.4,14.0,34.0,1.0,,,,,
14,Northwestern,Illinois,28,38,10.4,9.0,1.4,43.1,43.5,-0.4,-10.0,66.0,1.0,,,,,
14,Kentucky,Louisville,14,41,7.4,4.5,2.9,51.6,50.0,1.6,-27.0,55.0,1.0,,,,,
12,UTSA,North Texas,48,27,-5.9,-1.0,-4.9,79.7,73.0,6.7,21.0,75.0,1.0,A,Home,Over,True,True
14,Texas Tech,West Virginia,52,15,-5.5,-2.5,-3.0,69.7,62.5,7.2,37.0,67.0,1.0,A,,Over,,True
14,Arizona,Arizona State,7,49,10.7,7.5,3.2,52.3,54.0,-1.7,-42.0,56.0,1.0,C,Away,,True,
14,Boston College,Pittsburgh,34,23,-1.5,-3.5,2.0,53.9,50.5,3.4,11.0,57.0,1.0,C,,Over,,True
12,Arizona,Houston,27,3,-4.7,-1.0,-3.7,41.6,46.5,-4.9,24.0,30.0,1.0,B,Home,Under,True,True
14,Penn State,Maryland,44,7,-25.9,-26.0,0.1,54.4,50.5,3.9,37.0,51.0,1.0,C,,Over,,True
14,USC,Notre Dame,35,49,9.7,7.0,2.7,57.9,52.5,5.4,-14.0,84.0,1.0,B,,Over,,True
14,Cincinnati,TCU,13,20,4.7,2.5,2.2,53.6,58.5,-4.9,-7.0,33.0,1.0,B,,Under,,True
12,Northwestern,Ohio State,7,31,30.2,28.0,2.2,53.6,43.5,10.1,-24.0,38.0,1.0,A+,,Over,,False
14,Florida State,Florida,11,31,13.2,17.0,-3.8,46.8,46.0,0.8,-20.0,42.0,1.0,C,Home,,False,
14,LSU,Oklahoma,37,17,-6.3,-6.0,-0.3,47.8,48.0,-0.2,20.0,54.0,1.0,,,,,
12,California,Syracuse,25,33,-2.9,-10.5,7.6,60.6,58.0,2.6,-8.0,58.0,1.0,A,Away,,True,
12,North Carolina,Wake Forest,31,24,-11.5,-10.5,-1.0,61.0,64.5,-3.5,7.0,55.0,1.0,C,,Under,,True
14,Indiana,Purdue,66,0,-35.5,-28.5,-7.0,58.4,56.5,1.9,66.0,66.0,1.0,A,Home,,True,
14,Iowa State,Kansas State,29,21,-0.4,-2.0,1.6,50.0,51.5,-1.5,8.0,50.0,1.0,,,,,
14,Virginia Tech,Virginia,37,17,-14.5,-4.5,-10.0,52.3,44.5,7.8,20.0,54.0,1.0,A+,Home,Over,True,True
12,Illinois,Michigan State,38,16,-13.2,-2.0,-11.2,42.9,47.5,-4.6,22.0,54.0,1.0,A+,Home,Under,True,False
14,Texas A&M,Texas,7,17,7.2,4.5,2.7,45.6,50.0,-4.4,-10.0,24.0,1.0,C,,Under,,True
14,Oregon,Washington,49,21,-20.9,-17.0,-3.9,53.0,50.5,2.5,28.0,70.0,1.0,C,Home,,True,
14,BYU,Houston,30,18,-19.4,-12.5,-6.9,46.3,40.5,5.8,12.0,48.0,1.0,A,Home,Over,False,True
12,Stanford,Louisville,38,35,19.0,21.0,-2.0,64.7,57.5,7.2,3.0,73.0,1.0,A,,Over,,True
12,Notre Dame,Virginia,35,14,-29.9,-20.5,-9.4,57.7,51.0,6.7,21.0,49.0,1.0,A+,Home,Over,True,False
12,Purdue,Penn State,10,49,33.3,30.0,3.3,60.9,51.5,9.4,-39.0,59.0,1.0,A+,Away,Over,True,True
14,Ohio State,Michigan,10,13,-19.3,-19.5,0.2,44.4,41.5,2.9,-3.0,23.0,1.0,,,,,
14,Wake Forest,Duke,17,23,7.3,3.5,3.8,51.2,53.0,-1.8,-6.0,40.0,1.0,C,Away,,True,
12,West Virginia,Baylor,35,49,3.7,2.0,1.7,65.1,60.0,5.1,-14.0,84.0,1.0,B,,Over,,True
12,Iowa State,Cincinnati,34,17,-10.7,-7.0,-3.7,47.2,52.5,-5.3,17.0,51.0,1.0,B,Home,Under,True,True
14,North Carolina,NC State,30,35,-4.2,-2.0,-2.2,59.8,54.5,5.3,-5.0,65.0,1.0,B,,Over,,True
12,SMU,Boston College,38,28,-16.1,-19.0,2.9,57.6,54.5,3.1,10.0,66.0,1.0,C,,Over,,True
12,South Carolina,Missouri,34,30,-5.5,-10.5,5.0,46.1,42.5,3.6,4.0,64.0,1.0,B,Away,Over,True,True
14,Alabama,Auburn,28,14,-17.2,-11.0,-6.2,45.5,51.0,-5.5,14.0,42.0,1.0,A,Home,Under,True,True
12,Temple,Florida Atlantic,18,15,4.0,-2.0,6.0,53.6,50.0,3.6,3.0,33.0,1.0,A,Away,Over,False,False
12,Marshall,Coastal Carolina,31,19,-11.2,-7.5,-3.7,61.0,57.0,4.0,12.0,50.0,1.0,C,Home,Over,True,False
12,Georgia Southern,Troy,20,28,-6.7,-7.0,0.3,56.4,54.0,2.4,-8.0,48.0,1.0,,,,,
12,Old Dominion,James Madison,32,35,6.6,1.5,5.1,55.2,51.0,4.2,-3.0,67.0,1.0,B,Away,Over,True,True
12,Western Kentucky,Louisiana Tech,7,12,-8.5,-11.5,3.0,38.2,52.5,-14.3,-5.0,19.0,1.0,A+,,Under,,True
12,Georgia State,Arkansas State,20,27,-0.2,-2.5,2.3,63.8,60.0,3.8,-7.0,47.0,1.0,C,,Over,,False
12,Charlotte,South Florida,24,59,8.2,-1.5,9.7,67.5,53.5,14.0,-35.0,83.0,1.0,A+,Away,Over,True,True
12,Kennesaw State,Sam Houston,17,23,12.8,21.0,-8.2,43.9,42.5,1.4,-6.0,40.0,1.0,A+,Home,,True,
12,Louisiana,South Alabama,22,24,-3.1,-6.5,3.4,61.7,60.0,1.7,-2.0,46.0,1.0,C,Away,,True,
12,New Mexico,Washington State,38,35,10.9,10.5,0.4,78.8,72.5,6.3,3.0,73.0,1.0,A,,Over,,True
12,Air Force,Oregon State,28,0,1.2,3.0,-1.8,49.7,44.5,5.2,28.0,28.0,1.0,B,,Over,,False
12,Texas State,Southern Miss,58,3,-28.8,-27.5,-1.3,63.4,56.5,6.9,55.0,61.0,1.0,A,,Over,,True
12,Memphis,UAB,53,18,-19.5,-16.0,-3.5,74.4,62.0,12.4,35.0,71.0,1.0,A+,Home,Over,True,True
12,Jacksonville State,Florida International,34,31,-13.6,-12.5,-1.1,54.5,58.5,-4.0,3.0,65.0,1.0,C,,Under,,False
12,San José State,Boise State,21,42,12.5,14.5,-2.0,61.3,62.0,-0.7,-21.0,63.0,1.0,,,,,
12,UNLV,San Diego State,41,20,-23.3,-22.0,-1.3,54.5,55.5,-1.0,21.0,61.0,1.0,,,,,
7,LSU,Ole Miss,29,26,6.0,4.0,2.0,53.7,64.5,-10.8,3.0,55.0,1.0,A+,,Under,,True
7,Oklahoma,Texas,3,34,11.8,17.0,-5.2,44.2,49.0,-4.8,-31.0,37.0,1.0,B,Home,Under,False,True
7,Oregon,Ohio State,32,31,1.8,3.5,-1.7,51.4,55.0,-3.6,1.0,63.0,1.0,C,,Under,,False
7,USC,Penn State,30,33,6.4,3.5,2.9,55.8,52.0,3.8,-3.0,63.0,1.0,C,,Over,,True
7,Tennessee,Florida,23,17,-11.6,-14.0,2.4,44.5,55.5,-11.0,6.0,40.0,1.0,A+,,Under,,True
7,Colorado,Kansas State,28,31,0.0,3.5,-3.5,55.8,55.5,0.3,-3.0,59.0,1.0,C,Home,,True,
8,Missouri,Auburn,21,17,-6.2,-3.5,-2.7,43.7,49.5,-5.8,4.0,38.0,1.0,B,,Under,,True
1,Michigan,Fresno State,30,10,-15.8,-21.0,5.2,41.5,48.0,-6.5,20.0,40.0,1.0,A,Away,Under,True,True
1,Northwestern,Miami (OH),13,6,2.2,-4.0,6.2,37.3,43.0,-5.7,7.0,19.0,1.0,A,Away,Under,False,True
1,Indiana,Florida International,31,7,-31.5,-20.5,-11.0,56.1,50.5,5.6,24.0,38.0,1.0,A+,Home,Over,True,False
6,Georgia,Auburn,31,13,-16.3,-21.0,4.7,44.9,50.0,-5.1,18.0,44.0,1.0,B,Away,Under,True,True
9,Michigan,Michigan State,24,17,-16.4,-3.5,-12.9,38.0,39.0,-1.0,7.0,41.0,1.0,A+,Home,,True,
12,Georgia,Tennessee,31,17,-4.3,-8.5,4.2,45.0,47.0,-2.0,14.0,48.0,1.0,C,Away,,False,
9,Texas A&M,LSU,38,23,-2.9,-2.0,-0.9,56.7,54.5,2.2,15.0,61.0,1.0,,,,,
10,Michigan,Oregon,17,38,10.2,14.5,-4.3,45.7,45.5,0.2,-21.0,55.0,1.0,C,Home,,False,
1,LSU,USC,20,27,-4.8,-4.0,-0.8,63.7,66.5,-2.8,-7.0,47.0,1.0,,,,,
9,Ohio State,Nebraska,21,17,-24.2,-25.0,0.8,45.1,48.5,-3.4,4.0,38.0,1.0,C,,Under,,True
