week,homeTeam,awayTeam,home_score,away_score,model_spread,vegas_spread,edge_spread,model_total,vegas_total,edge_total,actual_margin,actual_total,confidence,grade,bet_spread,bet_total,won_spread,won_total
9,Kansas State,Kansas,29,27,-7.9,-10.0,2.1,57.9,56.5,1.4,2.0,56.0,1.0,,,,,
5,Auburn,Oklahoma,21,27,-0.9,-2.0,1.1,35.5,43.0,-7.5,-6.0,48.0,1.0,A,,Under,,False
13,Oklahoma,Alabama,24,3,11.6,14.0,-2.4,45.5,47.0,-1.5,21.0,27.0,1.0,,,,,
8,Tennessee,Alabama,24,17,0.5,3.5,-3.0,45.3,57.5,-12.2,7.0,41.0,1.0,A+,,Under,,True
2,Michigan,Texas,12,31,11.1,7.0,4.1,41.5,42.0,-0.5,-19.0,43.0,1.0,C,Away,,True,
6,Washington,Michigan,27,17,3.1,-1.5,4.6,36.3,39.5,-3.2,10.0,44.0,1.0,B,Away,Under,False,False
5,Duke,North Carolina,21,20,-3.6,1.0,-4.6,51.4,55.5,-4.1,1.0,41.0,1.0,B,Home,Under,True,True
12,Florida,LSU,27,16,-0.2,3.0,-3.2,55.8,57.0,-1.2,11.0,43.0,1.0,C,Home,,True,
2,Iowa,Iowa State,19,20,-5.0,-3.0,-2.0,37.0,35.0,2.0,-1.0,39.0,1.0,,,,,
1,Nebraska,UTEP,40,7,-27.3,-27.5,0.2,47.1,49.0,-1.9,33.0,47.0,1.0,,,,,
12,Wisconsin,Oregon,13,16,16.2,13.5,2.7,50.4,49.5,0.9,-3.0,29.0,1.0,,,,,
13,UCLA,USC,13,19,9.0,5.0,4.0,49.8,53.0,-3.2,-6.0,32.0,1.0,C,Away,Under,True,True
1,Florida State,Boston College,13,28,2.7,-16.5,19.2,43.7,50.0,-6.3,-15.0,41.0,1.0,A+,Away,Under,True,True
1,Oklahoma,Temple,51,3,-31.3,-42.5,11.2,53.5,59.5,-6.0,48.0,54.0,1.0,A+,Away,Under,False,True
10,Penn State,Ohio State,13,20,3.0,3.0,0.0,44.9,47.5,-2.6,-7.0,33.0,1.0,,,,,
9,Miami,Florida State,36,14,-24.0,-22.5,-1.5,59.5,55.0,4.5,22.0,50.0,1.0,B,,Over,,False
9,Florida International,Sam Houston,7,10,2.7,4.5,-1.8,40.2,47.5,-7.3,-3.0,17.0,1.0,A,,Under,,True
12,Arkansas,Texas,10,20,13.6,13.0,0.6,48.1,57.5,-9.4,-10.0,30.0,1.0,A+,,Under,,True
4,Oklahoma State,Utah,19,22,4.3,1.0,3.3,47.5,53.5,-6.0,-3.0,41.0,1.0,A,Away,Under,True,True
15,Miami (OH),Ohio,3,38,-1.0,-2.5,1.5,43.1,44.0,-0.9,-35.0,41.0,1.0,,,,,
2,NC State,Tennessee,10,51,15.4,10.0,5.4,50.0,60.5,-10.5,-41.0,61.0,1.0,A+,Away,Under,True,False
5,Alabama,Georgia,41,34,-3.7,2.0,-5.7,50.3,50.0,0.3,7.0,75.0,1.0,B,Home,,True,
5,Kansas State,Oklahoma State,42,20,-15.2,-6.0,-9.2,60.1,58.0,2.1,22.0,62.0,1.0,A+,Home,,True,
8,Sam Houston,Western Kentucky,14,31,-1.0,-1.5,0.5,36.6,55.0,-18.4,-17.0,45.0,1.0,A+,,Under,,True
4,Oklahoma,Tennessee,15,25,7.8,6.0,1.8,41.3,57.0,-15.7,-10.0,40.0,1.0,A+,,Under,,True
1,Pittsburgh,Kent State,55,24,-36.2,-23.5,-12.7,62.9,53.5,9.4,31.0,79.0,1.0,A+,Home,Over,True,True
1,Minnesota,North Carolina,17,19,-7.8,-2.5,-5.3,44.4,50.5,-6.1,-2.0,36.0,1.0,A,Home,Under,False,True
1,Maryland,UConn,50,7,-3.1,-20.5,17.4,48.6,47.5,1.1,43.0,57.0,1.0,A+,Away,,False,
1,Nevada,SMU,24,29,24.6,27.0,-2.4,62.2,56.5,5.7,-5.0,53.0,1.0,B,,Over,,False
1,Jacksonville State,Coastal Carolina,27,55,-7.7,-3.5,-4.2,61.6,56.5,5.1,-28.0,82.0,1.0,B,Home,Over,False,True
1,West Virginia,Penn State,12,34,16.5,10.0,6.5,57.0,51.5,5.5,-22.0,46.0,1.0,A,Away,Over,True,False
8,Iowa State,UCF,38,35,-8.8,-13.0,4.2,51.4,49.5,1.9,3.0,73.0,1.0,C,Away,,True,
8,Virginia Tech,Boston College,42,21,-8.7,-8.5,-0.2,52.0,47.5,4.5,21.0,63.0,1.0,B,,Over,,True
1,Stanford,TCU,27,34,12.8,8.5,4.3,61.5,61.0,0.5,-7.0,61.0,1.0,C,Away,,False,
12,Texas A&M,New Mexico State,38,3,-36.5,-38.5,2.0,61.9,54.5,7.4,35.0,41.0,1.0,A,,Over,,False
1,Georgia Tech,Florida State,24,21,-9.5,11.5,-21.0,50.0,55.5,-5.5,3.0,45.0,1.0,A+,Home,Under,True,True
1,Troy,Nevada,26,28,-7.9,-15.5,7.6,55.0,47.0,8.0,-2.0,54.0,1.0,A+,Away,Over,True,True
1,Texas A&M,Notre Dame,13,23,6.4,-2.5,8.9,50.9,46.5,4.4,-10.0,36.0,1.0,A+,Away,Over,True,False
1,Rice,Sam Houston,14,34,0.2,-10.5,10.7,39.3,49.0,-9.7,-20.0,48.0,1.0,A+,Away,Under,True,True
12,Colorado,Utah,49,24,-6.7,-13.5,6.8,43.2,43.0,0.2,25.0,73.0,1.0,A,Away,,False,
1,Arizona State,Wyoming,48,7,-22.8,-6.5,-16.3,53.0,47.5,5.5,41.0,55.0,1.0,A+,Home,Over,True,True
1,Charlotte,James Madison,7,30,16.5,7.5,9.0,57.2,51.0,6.2,-23.0,37.0,1.0,A+,Away,Over,True,False
1,Arizona,New Mexico,61,39,-12.2,-30.5,18.3,67.1,54.0,13.1,22.0,100.0,1.0,A+,Away,Over,True,True
2,Nebraska,Colorado,28,10,1.0,-7.0,8.0,41.3,56.0,-14.7,18.0,38.0,1.0,A+,Away,Under,False,True
1,Georgia,Clemson,34,3,-11.7,-14.0,2.3,54.1,49.0,5.1,31.0,37.0,1.0,B,,Over,,False
8,West Virginia,Kansas State,18,45,7.4,2.5,4.9,58.8,56.5,2.3,-27.0,63.0,1.0,B,Away,,True,
15,SMU,Clemson,31,34,-5.3,-2.5,-2.8,61.2,56.5,4.7,-3.0,65.0,1.0,B,,Over,,True
1,Georgia Southern,Boise State,45,56,9.7,12.0,-2.3,61.7,57.0,4.7,-11.0,101.0,1.0,B,,Over,,True
1,South Carolina,Old Dominion,23,19,-20.8,-20.0,-0.8,53.2,54.5,-1.3,4.0,42.0,1.0,,,,,
1,South Alabama,North Texas,38,52,-10.0,-6.0,-4.0,72.7,65.0,7.7,-14.0,90.0,1.0,A,Home,Over,False,True
1,Houston,UNLV,7,27,9.4,-1.5,10.9,46.9,55.0,-8.1,-20.0,34.0,1.0,A+,Away,Under,True,True
9,Louisiana Tech,UTEP,14,10,-11.7,-6.5,-5.2,39.9,49.0,-9.1,4.0,24.0,1.0,A+,Home,Under,False,True
8,Georgia Tech,Notre Dame,13,31,16.8,14.0,2.8,57.3,49.5,7.8,-18.0,44.0,1.0,A,,Over,,False
15,Arizona State,Iowa State,45,19,-2.8,1.5,-4.3,49.9,51.0,-1.1,26.0,64.0,1.0,C,Home,,True,
8,Florida,Kentucky,48,20,-9.1,2.5,-11.6,42.7,42.5,0.2,28.0,68.0,1.0,A+,Home,,True,
8,Arizona,Colorado,7,34,9.5,-2.5,12.0,55.8,57.5,-1.7,-27.0,41.0,1.0,A+,Away,,True,
8,Illinois,Michigan,21,7,1.1,6.0,-4.9,34.8,44.0,-9.2,14.0,28.0,1.0,A+,Home,Under,True,True
15,Jacksonville State,Western Kentucky,52,12,-7.0,-4.5,-2.5,50.9,58.5,-7.6,40.0,64.0,1.0,A,,Under,,False
9,Kennesaw State,Liberty,27,24,16.1,27.0,-10.9,53.1,48.0,5.1,3.0,51.0,1.0,A+,Home,Over,True,True
9,Jacksonville State,Middle Tennessee,42,20,-22.8,-20.5,-2.3,55.9,64.0,-8.1,22.0,62.0,1.0,A+,,Under,,True
8,Oklahoma,South Carolina,9,35,2.0,1.0,1.0,39.7,40.5,-0.8,-26.0,44.0,1.0,,,,,
9,Old Dominion,Georgia Southern,47,19,-0.7,1.0,-1.7,59.2,51.5,7.7,28.0,66.0,1.0,A,,Over,,True
9,Pittsburgh,Syracuse,41,13,-2.6,-5.0,2.4,65.9,62.5,3.4,28.0,54.0,1.0,C,,Over,,False
9,Boston College,Louisville,27,31,9.2,7.0,2.2,58.9,54.0,4.9,-4.0,58.0,1.0,B,,Over,,True
15,Texas,Georgia,19,22,-4.6,-3.0,-1.6,45.2,51.0,-5.8,-3.0,41.0,1.0,B,,Under,,True
8,Maryland,USC,29,28,11.4,6.5,4.9,55.6,56.5,-0.9,1.0,57.0,1.0,B,Away,,False,
8,Indiana,Nebraska,56,7,-14.8,-6.5,-8.3,40.6,48.0,-7.4,49.0,63.0,1.0,A+,Home,Under,True,False
1,Michigan State,Florida Atlantic,16,10,-9.9,-11.5,1.6,40.6,47.0,-6.4,6.0,26.0,1.0,A,,Under,,True
1,Wisconsin,Western Michigan,28,14,-16.6,-24.0,7.4,49.1,56.5,-7.4,14.0,42.0,1.0,A,Away,Under,True,True
15,Army,Tulane,35,14,-0.5,5.0,-5.5,58.4,46.5,11.9,21.0,49.0,1.0,A+,Home,Over,True,True
9,UNLV,Boise State,24,29,0.4,4.0,-3.6,62.3,64.0,-1.7,-5.0,53.0,1.0,C,Home,,False,
15,Boise State,UNLV,21,7,-5.5,-4.0,-1.5,62.3,57.5,4.8,14.0,28.0,1.0,B,,Over,,False
15,Oregon,Penn State,45,37,-3.8,-3.5,-0.3,53.3,52.0,1.3,8.0,82.0,1.0,,,,,
1,UTSA,Kennesaw State,28,16,-21.8,-24.0,2.2,57.2,49.5,7.7,12.0,44.0,1.0,A,,Over,,False
1,Alabama,Western Kentucky,63,0,-30.5,-31.0,0.5,53.8,60.0,-6.2,63.0,63.0,1.0,A,,Under,,False
16,Army,Navy,13,31,-8.2,-6.5,-1.7,52.3,39.0,13.3,-18.0,44.0,1.0,A+,,Over,,True
5,Notre Dame,Louisville,31,24,-12.0,-6.5,-5.5,58.9,45.0,13.9,7.0,55.0,1.0,A+,Home,Over,True,True
4,Clemson,NC State,59,35,-14.2,-17.0,2.8,58.3,44.0,14.3,24.0,94.0,1.0,A+,,Over,,True
9,UCF,BYU,24,37,5.0,-2.5,7.5,51.2,53.5,-2.3,-13.0,61.0,1.0,A,Away,,True,
6,Florida State,Clemson,13,29,14.3,16.5,-2.2,50.5,47.0,3.5,-16.0,42.0,1.0,C,,Over,,False
10,Georgia,Florida,34,20,-13.2,-14.5,1.3,49.5,52.5,-3.0,14.0,54.0,1.0,C,,,,
13,Florida,Ole Miss,24,17,8.7,13.0,-4.3,47.5,57.5,-10.0,7.0,41.0,1.0,A+,Home,Under,True,True
9,Wisconsin,Penn State,13,28,14.2,6.5,7.7,47.1,47.0,0.1,-15.0,41.0,1.0,A,Away,,True,
1,Florida,Miami,17,41,3.3,2.5,0.8,65.8,54.5,11.3,-24.0,58.0,1.0,A+,,Over,,True
3,Florida,Texas A&M,20,33,0.6,4.5,-3.9,49.9,47.0,2.9,-13.0,53.0,1.0,C,Home,,False,
5,Texas A&M,Arkansas,21,17,-8.6,-6.5,-2.1,51.3,50.5,0.8,4.0,38.0,1.0,,,,,
4,Michigan,USC,27,24,-0.5,4.0,-4.5,44.4,44.0,0.4,3.0,51.0,1.0,B,Home,,True,
5,Miami,Virginia Tech,38,34,-12.1,-17.5,5.4,67.8,55.5,12.3,4.0,72.0,1.0,A+,Away,Over,True,True
3,Kansas State,Arizona,31,7,-16.7,-7.0,-9.7,52.4,58.0,-5.6,24.0,38.0,1.0,A+,Home,Under,True,True
3,Pittsburgh,West Virginia,38,34,-4.5,2.5,-7.0,61.0,60.5,0.5,4.0,72.0,1.0,A,Home,,True,
8,Louisville,Miami,45,52,1.5,4.5,-3.0,74.7,61.5,13.2,-7.0,97.0,1.0,A+,,Over,,True
9,Akron,Eastern Michigan,25,21,1.3,2.5,-1.2,50.7,50.5,0.2,4.0,46.0,1.0,,,,,
1,Vanderbilt,Virginia Tech,34,27,1.8,13.5,-11.7,52.9,53.5,-0.6,7.0,61.0,1.0,A+,Home,,True,
10,Clemson,Louisville,21,33,-2.1,-11.0,8.9,62.5,62.5,0.0,-12.0,54.0,1.0,A+,Away,,True,
3,Oregon State,Oregon,14,49,25.3,16.0,9.3,63.3,50.0,13.3,-35.0,63.0,1.0,A+,Away,Over,True,True
3,Washington,Washington State,19,24,-5.5,-4.0,-1.5,60.4,56.0,4.4,-5.0,43.0,1.0,C,,Over,,False
9,Ohio,Buffalo,47,16,-10.1,-4.0,-6.1,52.3,46.5,5.8,31.0,63.0,1.0,A,Home,Over,True,True
3,Wisconsin,Alabama,10,42,17.3,15.5,1.8,47.5,51.0,-3.5,-32.0,52.0,1.0,C,,Under,,False
1,Syracuse,Ohio,38,22,-5.6,-17.5,11.9,61.4,47.5,13.9,16.0,60.0,1.0,A+,Away,Over,True,True
9,Ole Miss,Oklahoma,26,14,-15.4,-19.0,3.6,45.3,50.0,-4.7,12.0,40.0,1.0,B,Away,Under,True,True
1,Ohio State,Akron,52,6,-44.7,-50.5,5.8,63.9,58.5,5.4,46.0,58.0,1.0,B,Away,Over,True,False
3,Colorado State,Colorado,9,28,13.3,7.5,5.8,55.8,58.5,-2.7,-19.0,37.0,1.0,B,Away,,True,
1,Kentucky,Southern Miss,31,0,-29.2,-25.5,-3.7,53.7,50.5,3.2,31.0,31.0,1.0,C,Home,Over,True,False
6,Texas A&M,Missouri,41,10,-4.4,-3.0,-1.4,50.6,47.5,3.1,31.0,51.0,1.0,C,,Over,,True
6,Ohio State,Iowa,35,7,-16.9,-17.0,0.1,42.6,46.0,-3.4,28.0,42.0,1.0,C,,Under,,True
1,Georgia Tech,Georgia State,35,12,-19.6,-20.5,0.9,63.0,57.0,6.0,23.0,47.0,1.0,A,,Over,,False
1,Texas,Colorado State,52,0,-33.0,-35.5,2.5,55.6,59.0,-3.4,52.0,52.0,1.0,C,,Under,,True
5,Utah,Arizona,10,23,-10.8,-7.5,-3.3,42.4,47.0,-4.6,-13.0,33.0,1.0,B,Home,Under,False,True
13,Auburn,Texas A&M,43,41,3.4,2.5,0.9,43.9,47.0,-3.1,2.0,84.0,1.0,C,,Under,,False
5,USC,Wisconsin,38,21,-11.0,-14.0,3.0,48.0,50.5,-2.5,17.0,59.0,1.0,C,,,,
9,Alabama,Missouri,34,0,-13.6,-16.0,2.4,50.5,51.5,-1.0,34.0,34.0,1.0,,,,,
8,Arkansas,LSU,10,34,3.3,3.0,0.3,57.2,57.0,0.2,-24.0,44.0,1.0,,,,,
13,Utah,Iowa State,28,31,1.9,6.5,-4.6,37.8,42.5,-4.7,-3.0,59.0,1.0,B,Home,Under,True,False
8,Texas,Georgia,15,30,-4.9,-4.0,-0.9,45.2,57.0,-11.8,-15.0,45.0,1.0,A+,,Under,,True
9,Virginia Tech,Georgia Tech,21,6,-6.8,-11.0,4.2,58.3,52.0,6.3,15.0,27.0,1.0,A,Away,Over,False,False
15,Louisiana,Marshall,3,31,-2.1,-5.0,2.9,61.4,58.0,3.4,-28.0,34.0,1.0,C,,Over,,False
2,Tulane,Kansas State,27,34,1.9,9.0,-7.1,59.0,47.0,12.0,-7.0,61.0,1.0,A+,Home,Over,True,True
2,Memphis,Troy,38,17,-13.5,-19.0,5.5,64.7,56.5,8.2,21.0,55.0,1.0,A+,Away,Over,False,False
2,Syracuse,Georgia Tech,31,28,-1.6,3.0,-4.6,69.3,61.0,8.3,3.0,59.0,1.0,A+,Home,Over,True,False
2,Penn State,Bowling Green,34,27,-26.1,-35.0,8.9,54.5,50.5,4.0,7.0,61.0,1.0,A+,Away,Over,True,True
2,Oklahoma State,Arkansas,39,31,6.9,-7.5,14.4,59.8,63.0,-3.2,8.0,70.0,1.0,A+,Away,Under,False,False
2,Florida Atlantic,Army,7,24,15.1,-3.5,18.6,53.0,42.5,10.5,-17.0,31.0,1.0,A+,Away,Over,True,False
2,Northwestern,Duke,20,26,7.7,-1.5,9.2,40.8,37.5,3.3,-6.0,46.0,1.0,A+,Away,Over,True,True
2,SMU,BYU,15,18,-7.8,-11.5,3.7,55.7,56.0,-0.3,-3.0,33.0,1.0,C,Away,,True,
2,Cincinnati,Pittsburgh,27,28,0.1,-2.0,2.1,51.8,62.5,-10.7,-1.0,55.0,1.0,A+,,Under,,True
2,Louisville,Jacksonville State,49,14,-17.7,-29.0,11.3,63.3,56.5,6.8,35.0,63.0,1.0,A+,Away,Over,False,True
2,Utah,Baylor,23,12,-0.8,-14.5,13.7,46.1,55.5,-9.4,11.0,35.0,1.0,A+,Away,Under,True,True
2,UCF,Sam Houston,45,14,-13.0,-21.5,8.5,43.2,55.5,-12.3,31.0,59.0,1.0,A+,Away,Under,False,False
2,Virginia Tech,Marshall,31,14,-8.9,-20.5,11.6,55.8,52.0,3.8,17.0,45.0,1.0,A+,Away,Over,True,False
2,Air Force,San José State,7,17,2.0,-5.0,7.0,47.1,44.5,2.6,-10.0,24.0,1.0,A,Away,,True,
2,Wake Forest,Virginia,30,31,-0.8,-1.0,0.2,56.2,56.0,0.2,-1.0,61.0,1.0,,,,,
2,Old Dominion,East Carolina,14,20,-2.3,-1.5,-0.8,60.8,54.0,6.8,-6.0,34.0,1.0,A,,Over,,False
2,Kennesaw State,Louisiana,10,34,20.3,14.0,6.3,56.4,47.5,8.9,-24.0,44.0,1.0,A+,Away,Over,True,False
2,North Carolina,Charlotte,38,20,-19.9,-22.0,2.1,62.4,48.0,14.4,18.0,58.0,1.0,A+,,Over,,True
2,Ohio,South Alabama,27,20,-1.2,2.0,-3.2,53.5,57.0,-3.5,7.0,47.0,1.0,C,Home,Under,True,True
2,Texas State,UTSA,49,10,-7.0,-1.0,-6.0,72.0,62.5,9.5,39.0,59.0,1.0,A+,Home,Over,True,False
2,Florida International,Central Michigan,52,16,-4.7,5.5,-10.2,49.4,51.5,-2.1,36.0,68.0,1.0,A+,Home,,True,
2,Nevada,Georgia Southern,17,20,6.3,-1.0,7.3,57.4,58.5,-1.1,-3.0,37.0,1.0,A,Away,,True,
2,Kentucky,South Carolina,6,31,6.9,-9.0,15.9,42.8,42.5,0.3,-25.0,37.0,1.0,A+,Away,,True,
2,Ole Miss,Middle Tennessee,52,3,-44.3,-43.0,-1.3,64.8,63.0,1.8,49.0,55.0,1.0,,,,,
2,Arkansas State,Tulsa,28,24,-12.9,-7.5,-5.4,66.9,65.5,1.4,4.0,52.0,1.0,B,Home,,False,
2,Missouri,Buffalo,38,0,-22.3,-34.5,12.2,53.7,52.0,1.7,38.0,38.0,1.0,A+,Away,,False,
2,Alabama,South Florida,42,16,-29.0,-31.0,2.0,61.1,64.0,-2.9,26.0,58.0,1.0,,,,,
2,Washington,Eastern Michigan,30,9,-19.8,-25.0,5.2,51.4,47.5,3.9,21.0,39.0,1.0,B,Away,Over,True,False
2,Maryland,Michigan State,24,27,-5.4,-9.5,4.1,38.1,44.5,-6.4,-3.0,51.0,1.0,A,Away,Under,True,False
2,Auburn,California,14,21,-7.6,-13.0,5.4,41.6,53.0,-11.4,-7.0,35.0,1.0,A+,Away,Under,True,True
2,Navy,Temple,38,11,-22.1,-13.5,-8.6,57.1,44.5,12.6,27.0,49.0,1.0,A+,Home,Over,True,True
2,Notre Dame,Northern Illinois,14,16,-29.7,-27.5,-2.2,50.0,44.5,5.5,-2.0,30.0,1.0,B,,Over,,False
2,Illinois,Kansas,23,17,-2.2,4.5,-6.7,54.4,57.5,-3.1,6.0,40.0,1.0,A,Home,Under,True,True
2,Ohio State,Western Michigan,56,0,-39.0,-37.5,-1.5,65.3,54.0,11.3,56.0,56.0,1.0,A+,,Over,,True
9,James Madison,Southern Miss,32,15,-30.4,-24.0,-6.4,58.9,54.0,4.9,17.0,47.0,1.0,A,Home,Over,False,False
9,Ball State,Northern Illinois,25,23,12.1,13.5,-1.4,50.6,47.5,3.1,2.0,48.0,1.0,C,,Over,,True
9,Western Michigan,Kent State,52,21,-22.8,-19.0,-3.8,62.7,61.0,1.7,31.0,73.0,1.0,C,Home,,True,
9,Duke,SMU,27,28,9.2,11.5,-2.3,52.9,49.5,3.4,-1.0,55.0,1.0,C,,Over,,True
2,USC,Utah State,48,0,-24.5,-28.5,4.0,75.7,63.0,12.7,48.0,48.0,1.0,A+,Away,Over,False,False
2,New Mexico State,Liberty,24,30,12.6,22.0,-9.4,56.3,54.0,2.3,-6.0,54.0,1.0,A+,Home,,True,
2,Oklahoma,Houston,16,12,-18.3,-28.0,9.7,40.2,50.0,-9.8,4.0,28.0,1.0,A+,Away,Under,True,True
2,Oregon,Boise State,37,34,-14.8,-21.0,6.2,62.2,60.5,1.7,3.0,71.0,1.0,A,Away,,True,
2,Arizona State,Mississippi State,30,23,-13.9,-5.5,-8.4,55.6,59.0,-3.4,7.0,53.0,1.0,A+,Home,Under,True,True
2,San Diego State,Oregon State,0,21,5.1,6.0,-0.9,54.2,54.0,0.2,-21.0,21.0,1.0,,,,,
2,Washington State,Texas Tech,37,16,1.0,-2.5,3.5,75.0,65.5,9.5,21.0,53.0,1.0,A+,Away,Over,False,False
3,Kansas,UNLV,20,23,-2.3,-7.0,4.7,61.7,57.0,4.7,-3.0,43.0,1.0,B,Away,Over,True,False
3,Purdue,Notre Dame,7,66,34.3,11.5,22.8,62.0,45.5,16.5,-59.0,73.0,1.0,A+,Away,Over,True,True
3,TCU,UCF,34,35,-6.8,-1.5,-5.3,57.8,61.5,-3.7,-1.0,69.0,1.0,B,Home,Under,False,False
3,Kentucky,Georgia,12,13,15.4,24.0,-8.6,48.0,45.0,3.0,-1.0,25.0,1.0,A+,Home,,True,
3,Florida State,Memphis,12,20,5.7,-7.0,12.7,55.9,52.0,3.9,-8.0,32.0,1.0,A+,Away,Over,True,False
3,South Carolina,LSU,33,36,-3.0,7.0,-10.0,52.2,50.0,2.2,-3.0,69.0,1.0,A+,Home,,True,
9,Memphis,Charlotte,33,28,-21.7,-17.0,-4.7,69.5,56.0,13.5,5.0,61.0,1.0,A+,Home,Over,False,True
9,Virginia,North Carolina,14,41,3.7,-3.5,7.2,56.4,58.5,-2.1,-27.0,55.0,1.0,A,Away,,True,
13,Georgia Tech,NC State,30,29,-5.4,-7.5,2.1,61.0,51.5,9.5,1.0,59.0,1.0,A+,,Over,,True
13,Ohio State,Indiana,38,15,-10.7,-10.5,-0.2,45.7,52.5,-6.8,23.0,53.0,1.0,A,,Under,,False
13,Minnesota,Penn State,25,26,9.9,11.0,-1.1,42.7,45.0,-2.3,-1.0,51.0,1.0,,,,,
9,Navy,Notre Dame,14,51,19.8,11.5,8.3,52.8,52.0,0.8,-37.0,65.0,1.0,A+,Away,,True,
13,Arizona State,BYU,28,23,-1.2,-3.5,2.3,49.7,49.0,0.7,5.0,51.0,1.0,,,,,
13,Liberty,Western Kentucky,38,21,-4.0,-1.0,-3.0,48.6,56.5,-7.9,17.0,59.0,1.0,A,,Under,,False
9,North Texas,Tulane,37,45,11.4,7.0,4.4,75.9,70.5,5.4,-8.0,82.0,1.0,B,Away,Over,True,True
13,Texas,Kentucky,31,14,-22.4,-18.5,-3.9,47.3,47.0,0.3,17.0,45.0,1.0,C,Home,,False,
13,Notre Dame,Army,49,14,-19.9,-14.5,-5.4,51.1,44.5,6.6,35.0,63.0,1.0,A,Home,Over,True,True
13,LSU,Vanderbilt,24,17,-11.5,-10.0,-1.5,57.7,53.0,4.7,7.0,41.0,1.0,B,,Over,,False
9,Indiana,Washington,31,17,-16.4,-5.5,-10.9,47.2,54.0,-6.8,14.0,48.0,1.0,A+,Home,Under,True,True
13,Eastern Michigan,Buffalo,20,37,2.8,-1.0,3.8,56.0,53.5,2.5,-17.0,57.0,1.0,C,Away,,True,
13,Toledo,Ohio,7,24,1.7,-1.5,3.2,47.5,47.0,0.5,-17.0,31.0,1.0,C,Away,,True,
9,East Carolina,Temple,56,34,-17.2,-8.5,-8.7,58.9,48.5,10.4,22.0,90.0,1.0,A+,Home,Over,True,True
9,Mississippi State,Arkansas,25,58,7.8,7.5,0.3,55.4,55.0,0.4,-33.0,83.0,1.0,,,,,
9,Miami (OH),Central Michigan,46,7,-16.1,-10.5,-5.6,47.3,48.5,-1.2,39.0,53.0,1.0,B,Home,,True,
13,Miami (OH),Northern Illinois,20,9,-5.1,-1.5,-3.6,34.6,43.0,-8.4,11.0,29.0,1.0,A+,Home,Under,True,True
9,Oregon,Illinois,38,9,-18.3,-22.0,3.7,52.6,54.0,-1.4,29.0,47.0,1.0,C,Away,,False,
13,Kent State,Akron,17,38,11.9,10.5,1.4,52.3,49.0,3.3,-21.0,55.0,1.0,C,,Over,,True
13,Central Michigan,Western Michigan,16,14,2.2,6.0,-3.8,58.3,56.0,2.3,2.0,30.0,1.0,C,Home,,True,
9,Minnesota,Maryland,48,23,-13.1,-6.0,-7.1,42.5,45.0,-2.5,25.0,71.0,1.0,A,Home,,True,
9,UConn,Rice,17,10,-10.9,-6.5,-4.4,49.1,47.0,2.1,7.0,27.0,1.0,C,Home,,True,
9,Arkansas State,Troy,34,31,1.6,-8.5,10.1,59.6,50.0,9.6,3.0,65.0,1.0,A+,Away,Over,True,True
9,Kentucky,Auburn,10,24,1.6,-2.0,3.6,38.6,44.0,-5.4,-14.0,34.0,1.0,B,Away,Under,True,True
9,TCU,Texas Tech,35,34,-5.9,-5.0,-0.9,67.3,66.5,0.8,1.0,69.0,1.0,,,,,
3,Fresno State,New Mexico State,48,0,-17.9,-20.0,2.1,54.2,48.5,5.7,48.0,48.0,1.0,B,,Over,,False
3,Michigan,Arkansas State,28,18,-23.1,-22.5,-0.6,49.1,45.5,3.6,10.0,46.0,1.0,C,,Over,,True
9,Houston,Utah,17,14,8.9,5.0,3.9,37.9,36.5,1.4,3.0,31.0,1.0,C,Away,,False,
3,Texas State,Arizona State,28,31,3.7,2.0,1.7,61.5,58.5,3.0,-3.0,59.0,1.0,C,,,,
3,California,San Diego State,31,10,-19.6,-18.0,-1.6,49.3,49.5,-0.2,21.0,41.0,1.0,,,,,
3,Illinois,Central Michigan,30,9,-23.7,-20.0,-3.7,53.1,51.5,1.6,21.0,39.0,1.0,C,Home,,True,
3,Missouri,Boston College,27,21,-12.4,-16.5,4.1,50.7,54.0,-3.3,6.0,48.0,1.0,C,Away,Under,True,True
3,NC State,Louisiana Tech,30,20,-15.1,-21.5,6.4,46.0,51.0,-5.0,10.0,50.0,1.0,A,Away,Under,True,True
3,Texas Tech,North Texas,66,21,-12.8,-9.5,-3.3,80.2,68.5,11.7,45.0,87.0,1.0,A+,Home,Over,True,True
3,Baylor,Air Force,31,3,-19.4,-15.5,-3.9,50.8,43.5,7.3,28.0,34.0,1.0,A,Home,Over,True,False
3,UCLA,Indiana,13,42,13.6,2.5,11.1,48.1,46.5,1.6,-29.0,55.0,1.0,A+,Away,,True,
3,Tennessee,Kent State,71,0,-45.0,-47.5,2.5,67.3,62.5,4.8,71.0,71.0,1.0,B,,Over,,True
3,Tulsa,Oklahoma State,10,45,17.1,20.0,-2.9,68.2,62.5,5.7,-35.0,55.0,1.0,B,,Over,,False
3,Utah State,Utah,21,38,13.9,21.5,-7.6,56.9,46.5,10.4,-17.0,59.0,1.0,A+,Home,Over,True,True
3,Houston,Rice,33,7,-6.7,-5.0,-1.7,39.1,44.0,-4.9,26.0,40.0,1.0,B,,Under,,True
9,Baylor,Oklahoma State,38,28,-11.7,-7.0,-4.7,66.4,64.5,1.9,10.0,66.0,1.0,B,Home,,True,
3,Virginia,Maryland,13,27,-0.4,2.0,-2.4,49.0,55.0,-6.0,-14.0,40.0,1.0,A,,Under,,True
