week,homeTeam,awayTeam,home_score,away_score,model_spread,vegas_spread,edge_spread,model_total,vegas_total,edge_total,actual_margin,actual_total,confidence,grade,bet_spread,bet_total,won_spread,won_total
10,Northern Illinois,Central Michigan,22,35,1.5,-4.5,6.0,65.2,54.0,11.2,-13.0,57.0,1.0,A+,Away,Over,True,True
8,Buffalo,Toledo,34,27,3.0,7.0,-4.0,59.2,56.0,3.2,7.0,61.0,1.0,C,Home,Over,True,True
8,Central Michigan,Bowling Green,18,34,-7.3,-6.0,-1.3,61.2,50.5,10.7,-16.0,52.0,1.0,A+,,Over,,True
8,Ball State,Eastern Michigan,16,20,4.4,-2.5,6.9,48.1,57.5,-9.4,-4.0,36.0,1.0,A+,Away,Under,True,True
11,Florida International,Florida Atlantic,7,52,20.5,15.0,5.5,61.1,54.5,6.6,-45.0,59.0,1.0,A,Away,Over,True,True
3,Wyoming,Air Force,17,14,10.5,16.5,-6.0,15.3,47.0,-31.7,3.0,31.0,1.0,A+,Home,Under,True,True
3,Ohio State,Toledo,77,21,-32.4,-34.5,2.1,60.0,63.0,-3.0,56.0,98.0,1.0,C,,,,
3,Clemson,Louisiana Tech,48,20,-36.1,-33.5,-2.6,75.6,53.5,22.1,28.0,68.0,1.0,A+,,Over,,True
3,Western Michigan,Pittsburgh,13,34,18.5,10.0,8.5,41.6,46.0,-4.4,-21.0,47.0,1.0,A+,Away,Under,True,False
3,Coastal Carolina,Buffalo,38,26,-5.5,-12.0,6.5,68.9,60.0,8.9,12.0,64.0,1.0,A+,Away,Over,,True
3,Temple,Rutgers,14,16,-0.5,18.0,-18.5,32.1,42.5,-10.4,-2.0,30.0,1.0,A+,Home,Under,True,True
3,Virginia,Old Dominion,16,14,-5.5,-8.0,2.5,32.4,52.5,-20.1,2.0,30.0,1.0,A+,,Under,,True
3,Notre Dame,California,24,17,-13.5,-13.5,0.0,46.6,41.5,5.1,7.0,41.0,1.0,B,,Over,,False
3,UNLV,North Texas,58,27,8.2,-2.5,10.7,65.9,62.5,3.4,31.0,85.0,1.0,A+,Away,Over,False,True
3,Minnesota,Colorado,49,7,-34.6,-28.0,-6.6,46.7,47.5,-0.8,42.0,56.0,1.0,A,Home,,True,
3,UAB,Georgia Southern,35,21,-3.7,-11.5,7.8,71.2,59.0,12.2,14.0,56.0,1.0,A+,Away,Over,False,False
3,Bowling Green,Marshall,34,31,15.0,17.0,-2.0,37.1,50.0,-12.9,3.0,65.0,1.0,A+,,Under,,False
3,Georgia State,Charlotte,41,42,-16.7,-19.5,2.8,80.8,64.0,16.8,-1.0,83.0,1.0,A+,,Over,,True
3,Florida Atlantic,UCF,14,40,10.6,7.5,3.1,51.8,61.5,-9.7,-26.0,54.0,1.0,A+,Away,Under,True,True
3,Arizona State,Eastern Michigan,21,30,-5.9,-20.5,14.6,68.2,56.5,11.7,-9.0,51.0,1.0,A+,Away,Over,True,False
10,Old Dominion,Marshall,0,12,9.5,3.5,6.0,18.9,46.5,-27.6,-12.0,12.0,1.0,A+,Away,Under,True,True
10,Southern Miss,Georgia State,14,42,-0.9,-2.0,1.1,58.8,47.5,11.3,-28.0,56.0,1.0,A+,,Over,,True
10,Georgia Southern,South Alabama,31,38,6.6,3.5,3.1,64.4,60.5,3.9,-7.0,69.0,1.0,C,Away,Over,True,True
10,Louisiana,Troy,17,23,8.6,3.5,5.1,16.5,42.5,-26.0,-6.0,40.0,1.0,A+,Away,Under,True,True
3,Memphis,Arkansas State,44,32,-19.3,-14.5,-4.8,76.6,64.0,12.6,12.0,76.0,1.0,A+,Home,Over,False,True
3,Rice,Louisiana,33,21,9.6,11.5,-1.9,47.6,52.0,-4.4,12.0,54.0,1.0,C,,Under,,False
6,Mississippi State,Arkansas,40,17,-6.6,-8.0,1.4,65.2,55.5,9.7,23.0,57.0,1.0,A+,,Over,,True
11,Virginia,Pittsburgh,7,37,15.0,5.5,9.5,43.7,41.5,2.2,-30.0,44.0,1.0,A+,Away,,True,
12,Central Michigan,Western Michigan,10,12,-4.5,-10.0,5.5,35.3,49.0,-13.7,-2.0,22.0,1.0,A+,Away,Under,True,True
11,Navy,Notre Dame,32,35,10.0,17.0,-7.0,40.1,40.5,-0.4,-3.0,67.0,1.0,A,Home,,True,
1,Utah State,UConn,31,20,-2.2,-24.0,21.8,51.6,59.0,-7.4,11.0,51.0,1.0,A+,Away,Under,True,True
1,Illinois,Wyoming,38,6,-22.8,-14.0,-8.8,12.8,42.5,-29.7,32.0,44.0,1.0,A+,Home,Under,True,False
13,Florida State,Florida,45,38,-7.9,-10.0,2.1,69.9,58.5,11.4,7.0,83.0,1.0,A+,,Over,,True
13,California,UCLA,28,35,10.2,11.5,-1.3,70.5,62.5,8.0,-7.0,63.0,1.0,A+,,Over,,True
14,Georgia,LSU,50,30,-13.9,-17.0,3.1,38.3,52.0,-13.7,20.0,80.0,1.0,A+,Away,Under,False,False
14,North Carolina,Clemson,10,39,7.8,7.5,0.3,75.7,64.0,11.7,-29.0,49.0,1.0,A+,,Over,,False
1,Northwestern,Nebraska,31,28,2.8,12.0,-9.2,42.3,52.5,-10.2,3.0,59.0,1.0,A+,Home,Under,True,False
12,New Mexico,San Diego State,10,34,14.4,15.0,-0.6,19.7,36.0,-16.3,-24.0,44.0,1.0,A+,,Under,,False
1,New Mexico State,Nevada,12,23,-12.8,7.0,-19.8,37.3,48.0,-10.7,-11.0,35.0,1.0,A+,Home,Under,False,True
1,UTEP,North Texas,13,31,9.4,1.5,7.9,64.5,52.5,12.0,-18.0,44.0,1.0,A+,Away,Over,True,False
4,Ohio State,Wisconsin,52,21,-22.7,-19.0,-3.7,49.2,56.5,-7.3,31.0,73.0,1.0,A,Home,Under,True,False
4,Northwestern,Miami (OH),14,17,-3.7,-7.5,3.8,21.9,50.0,-28.1,-3.0,31.0,1.0,A+,Away,Under,True,True
10,Tulsa,Tulane,13,27,11.5,6.5,5.0,68.5,56.0,12.5,-14.0,40.0,1.0,A+,Away,Over,True,False
10,Temple,South Florida,54,28,-10.9,3.5,-14.4,74.9,49.0,25.9,26.0,82.0,1.0,A+,Home,Over,True,True
10,San Diego State,UNLV,14,10,-9.0,-5.0,-4.0,36.7,47.0,-10.3,4.0,24.0,1.0,A+,Home,Under,False,True
11,Texas,TCU,10,17,-1.2,-7.5,6.3,62.8,65.0,-2.2,-7.0,27.0,1.0,A,Away,,True,
11,Baylor,Kansas State,3,31,4.0,-2.5,6.5,61.4,52.0,9.4,-28.0,34.0,1.0,A+,Away,Over,True,False
11,West Virginia,Oklahoma,23,20,5.1,8.5,-3.4,83.7,68.5,15.2,3.0,43.0,1.0,A+,Home,Over,True,False
11,Oklahoma State,Iowa State,20,14,-5.1,2.5,-7.6,39.4,47.5,-8.1,6.0,34.0,1.0,A+,Home,Under,True,True
9,California,Oregon,24,42,18.3,16.5,1.8,66.1,56.5,9.6,-18.0,66.0,1.0,A+,,Over,,True
4,Michigan,Maryland,34,27,-19.9,-17.0,-2.9,49.2,66.0,-16.8,7.0,61.0,1.0,A+,,Under,,True
4,Oregon State,USC,14,17,1.2,5.5,-4.3,69.5,70.5,-1.0,-3.0,31.0,1.0,C,Home,,True,
4,Tennessee,Florida,38,33,-16.5,-11.0,-5.5,84.6,62.0,22.6,5.0,71.0,1.0,A+,Home,Over,False,True
4,Arizona State,Utah,13,34,19.7,16.5,3.2,66.4,54.0,12.4,-21.0,47.0,1.0,A+,Away,Over,True,False
4,Penn State,Central Michigan,33,14,-32.8,-28.0,-4.8,47.3,61.5,-14.2,19.0,47.0,1.0,A+,Home,Under,False,True
4,Washington State,Oregon,41,44,6.9,6.0,0.9,58.8,57.0,1.8,-3.0,85.0,1.0,,,,,
4,Washington,Stanford,40,22,-21.6,-14.0,-7.6,72.1,62.5,9.6,18.0,62.0,1.0,A+,Home,Over,True,False
4,Mississippi State,Bowling Green,45,14,-33.3,-31.0,-2.3,65.0,53.0,12.0,31.0,59.0,1.0,A+,,Over,,True
4,Colorado,UCLA,17,45,27.1,22.0,5.1,90.4,57.0,33.4,-28.0,62.0,1.0,A+,Away,Over,True,True
4,Cincinnati,Indiana,45,24,-16.0,-16.5,0.5,55.8,57.0,-1.2,21.0,69.0,1.0,,,,,
4,California,Arizona,49,31,-3.6,-3.5,-0.1,73.4,50.0,23.4,18.0,80.0,1.0,A+,,Over,,True
4,Florida State,Boston College,44,14,-25.4,-18.5,-6.9,55.0,48.5,6.5,30.0,58.0,1.0,A,Home,Over,True,True
4,Georgia State,Coastal Carolina,24,41,-2.9,2.5,-5.4,80.9,63.5,17.4,-17.0,65.0,1.0,A+,Home,Over,False,True
9,BYU,East Carolina,24,27,-1.5,-3.0,1.5,74.9,64.0,10.9,-3.0,51.0,1.0,A+,,Over,,False
9,UCF,Cincinnati,25,21,-4.8,-1.5,-3.3,40.7,55.5,-14.8,4.0,46.0,1.0,A+,Home,Under,True,True
9,Houston,South Florida,42,27,-23.5,-17.0,-6.5,110.2,59.0,51.2,15.0,69.0,1.0,A+,Home,Over,False,True
9,Navy,Temple,27,20,-6.0,-14.5,8.5,33.1,41.5,-8.4,7.0,47.0,1.0,A+,Away,Under,True,False
1,Wyoming,Tulsa,40,37,2.0,6.5,-4.5,57.9,46.0,11.9,3.0,77.0,1.0,A+,Home,Over,True,True
1,Oklahoma,UTEP,45,13,-23.6,-31.0,7.4,66.4,58.5,7.9,32.0,58.0,1.0,A,Away,Over,False,False
1,South Florida,BYU,21,50,14.7,12.5,2.2,99.1,57.5,41.6,-29.0,71.0,1.0,A+,,Over,,True
1,UTSA,Houston,35,37,-2.8,4.0,-6.8,97.7,62.0,35.7,-2.0,72.0,1.0,A+,Home,Over,True,True
1,Arkansas,Cincinnati,31,24,-5.7,-7.0,1.3,53.9,54.5,-0.6,7.0,55.0,1.0,,,,,
1,Ole Miss,Troy,28,10,-8.1,-21.0,12.9,37.0,57.0,-20.0,18.0,38.0,1.0,A+,Away,Under,True,True
1,Coastal Carolina,Army,38,28,2.3,-1.5,3.8,58.8,54.0,4.8,10.0,66.0,1.0,B,Away,Over,False,True
1,Purdue,Penn State,31,35,13.7,3.5,10.2,50.1,53.0,-2.9,-4.0,66.0,1.0,A+,Away,,True,
1,Michigan State,Western Michigan,35,13,-18.9,-22.0,3.1,45.7,54.5,-8.8,22.0,48.0,1.0,A+,Away,Under,,True
1,Old Dominion,Virginia Tech,20,17,-2.8,6.0,-8.8,28.1,48.0,-19.9,3.0,37.0,1.0,A+,Home,Under,True,True
1,Tennessee,Ball State,59,10,-37.3,-37.0,-0.3,61.6,66.0,-4.4,49.0,69.0,1.0,C,,Under,,False
1,Missouri,Louisiana Tech,52,24,-25.1,-20.5,-4.6,66.5,62.5,4.0,28.0,76.0,1.0,B,Home,Over,True,True
1,San Diego State,Arizona,20,38,-1.1,-6.5,5.4,60.5,46.5,14.0,-18.0,58.0,1.0,A+,Away,Over,True,True
1,Maryland,Buffalo,31,10,-18.8,-24.0,5.2,63.6,66.0,-2.4,21.0,41.0,1.0,B,Away,,True,
1,Michigan,Colorado State,51,7,-50.1,-31.0,-19.1,28.0,61.0,-33.0,44.0,58.0,1.0,A+,Home,Under,True,True
1,USC,Rice,66,14,-34.6,-33.0,-1.6,78.5,62.0,16.5,52.0,80.0,1.0,A+,,Over,,True
1,East Carolina,NC State,20,21,2.6,12.5,-9.9,41.5,52.0,-10.5,-1.0,41.0,1.0,A+,Home,Under,True,True
1,Boston College,Rutgers,21,22,-0.6,-9.5,8.9,41.4,47.0,-5.6,-1.0,43.0,1.0,A+,Away,Under,True,True
1,Florida Atlantic,Charlotte,43,13,-16.1,-7.0,-9.1,63.6,60.0,3.6,30.0,56.0,1.0,A+,Home,Over,True,False
1,Nevada,Texas State,38,14,6.6,2.0,4.6,46.2,51.5,-5.3,24.0,52.0,1.0,B,Away,Under,False,False
1,Ohio,Florida Atlantic,41,38,-2.5,6.0,-8.5,67.2,51.5,15.7,3.0,79.0,1.0,A+,Home,Over,True,True
1,Georgia,Oregon,49,3,-14.3,-16.0,1.7,57.9,54.0,3.9,46.0,52.0,1.0,C,,Over,,False
1,Duke,Temple,30,0,-18.5,-9.5,-9.0,44.6,51.0,-6.4,30.0,30.0,1.0,A+,Home,Under,True,True
1,Southern Miss,Liberty,27,29,-3.4,3.5,-6.9,36.3,49.5,-13.2,-2.0,56.0,1.0,A+,Home,Under,True,False
1,Colorado,TCU,13,38,39.3,14.0,25.3,78.1,59.5,18.6,-25.0,51.0,1.0,A+,Away,Over,True,False
1,Indiana,Illinois,23,20,14.3,-1.0,15.3,38.2,48.0,-9.8,3.0,43.0,1.0,A+,Away,Under,False,True
1,Minnesota,New Mexico State,38,0,-25.8,-36.0,10.2,15.7,52.0,-36.3,38.0,38.0,1.0,A+,Away,Under,False,True
1,James Madison,Middle Tennessee,44,7,-12.5,-4.5,-8.0,59.4,59.5,-0.1,37.0,51.0,0.75,A,Home,,True,
1,UCLA,Bowling Green,45,17,-29.7,-24.0,-5.7,85.8,56.0,29.8,28.0,62.0,1.0,A+,Home,Over,True,True
1,Oklahoma State,Central Michigan,58,44,-22.4,-20.5,-1.9,62.3,58.0,4.3,14.0,102.0,1.0,C,,Over,,True
1,Pittsburgh,West Virginia,38,31,-7.5,-7.5,0.0,73.9,50.0,23.9,7.0,69.0,1.0,A+,,Over,,True
1,Mississippi State,Memphis,49,23,-14.6,-17.0,2.4,69.4,58.0,11.4,26.0,72.0,1.0,A+,,Over,,True
1,South Carolina,Georgia State,35,14,-13.4,-12.5,-0.9,78.8,54.5,24.3,21.0,49.0,1.0,A+,,Over,,False
1,Washington,Kent State,45,20,-27.9,-24.0,-3.9,75.8,61.5,14.3,25.0,65.0,1.0,A+,Home,Over,True,True
1,Florida State,LSU,24,23,3.8,4.5,-0.7,52.6,51.0,1.6,1.0,47.0,1.0,,,,,
1,Alabama,Utah State,55,0,-40.8,-42.5,1.7,66.6,63.0,3.6,55.0,55.0,1.0,C,,Over,,False
1,Kentucky,Miami (OH),37,13,-22.1,-16.0,-6.1,9.4,55.0,-45.6,24.0,50.0,1.0,A+,Home,Under,True,True
1,Florida,Utah,29,26,8.2,2.5,5.7,69.3,51.5,17.8,3.0,55.0,1.0,A+,Away,Over,False,True
1,Syracuse,Louisville,31,7,4.7,6.0,-1.3,43.8,55.0,-11.2,24.0,38.0,1.0,A+,,Under,,True
1,Ohio State,Notre Dame,21,10,-21.8,-17.0,-4.8,58.3,59.5,-1.2,11.0,31.0,1.0,B,Home,,False,
1,North Texas,SMU,10,48,-4.7,9.5,-14.2,91.1,67.5,23.6,-38.0,58.0,1.0,A+,Home,Over,False,False
1,Oregon State,Boise State,34,17,-9.7,-1.5,-8.2,39.2,55.5,-16.3,17.0,51.0,1.0,A+,Home,Under,True,True
2,Wisconsin,Washington State,14,17,0.7,-17.5,18.2,30.2,49.0,-18.8,-3.0,31.0,1.0,A+,Away,Under,True,True
2,Iowa,Iowa State,7,10,-5.8,-3.5,-2.3,-5.0,38.5,-43.5,-3.0,17.0,1.0,A+,,Under,,True
2,Navy,Memphis,13,37,7.2,4.5,2.7,57.0,47.0,10.0,-24.0,50.0,1.0,A+,,Over,,True
2,Texas Tech,Houston,33,30,-4.9,-4.0,-0.9,94.8,62.5,32.3,3.0,63.0,1.0,A+,,Over,,True
2,BYU,Baylor,26,20,7.0,-2.5,9.5,78.4,55.0,23.4,6.0,46.0,1.0,A+,Away,Over,False,False
2,Virginia Tech,Boston College,27,10,-2.0,-3.0,1.0,36.1,45.0,-8.9,17.0,37.0,1.0,A+,,Under,,True
2,Pittsburgh,Tennessee,27,34,11.5,6.0,5.5,73.0,63.0,10.0,-7.0,61.0,1.0,A+,Away,Over,True,False
2,Charlotte,Maryland,21,56,24.3,28.0,-3.7,66.8,65.0,1.8,-35.0,77.0,1.0,C,Home,,False,
2,UConn,Syracuse,14,48,12.1,23.5,-11.4,39.8,49.5,-9.7,-34.0,62.0,1.0,A+,Home,Under,False,False
2,Florida,Kentucky,16,26,-1.5,-6.0,4.5,47.8,53.0,-5.2,-10.0,42.0,1.0,B,Away,Under,True,True
2,Colorado State,Middle Tennessee,19,34,12.2,-14.0,26.2,41.3,58.0,-16.7,-15.0,53.0,1.0,A+,Away,Under,True,True
2,Liberty,UAB,21,14,-0.2,6.0,-6.2,46.1,50.0,-3.9,7.0,35.0,1.0,A,Home,Under,True,True
2,Northwestern,Duke,23,31,11.6,-10.0,21.6,45.3,56.0,-10.7,-8.0,54.0,1.0,A+,Away,Under,True,True
2,Texas State,Florida International,41,12,-18.2,-14.0,-4.2,53.2,62.0,-8.8,29.0,53.0,1.0,A+,Home,Under,True,True
2,Oklahoma State,Arizona State,34,17,-16.8,-12.0,-4.8,77.3,58.5,18.8,17.0,51.0,1.0,A+,Home,Over,True,False
2,UCF,Louisville,14,20,-0.2,-6.0,5.8,43.1,63.0,-19.9,-6.0,34.0,1.0,A+,Away,Under,True,True
2,Oklahoma,Kent State,33,3,-22.7,-33.5,10.8,76.4,73.0,3.4,30.0,36.0,1.0,A+,Away,Over,True,False
2,Tulsa,Northern Illinois,38,35,-13.1,-6.5,-6.6,85.2,63.0,22.2,3.0,73.0,1.0,A+,Home,Over,False,True
2,California,UNLV,20,14,-11.5,-12.5,1.0,49.6,49.5,0.1,6.0,34.0,1.0,,,,,
2,East Carolina,Old Dominion,39,21,-14.7,-13.5,-1.2,52.0,49.5,2.5,18.0,60.0,1.0,,,,,
2,Stanford,USC,28,41,20.1,9.5,10.6,78.3,67.0,11.3,-13.0,69.0,1.0,A+,Away,Over,True,True
2,Penn State,Ohio,46,10,-27.1,-28.0,0.9,62.9,55.0,7.9,36.0,56.0,1.0,A,,Over,,True
2,Miami,Southern Miss,30,7,-3.5,-27.0,23.5,40.1,50.5,-10.4,23.0,37.0,1.0,A+,Away,Under,True,True
2,Georgia State,North Carolina,28,35,7.6,7.0,0.6,94.3,64.5,29.8,-7.0,63.0,1.0,A+,,Over,,False
2,Nebraska,Georgia Southern,42,45,-1.8,-23.5,21.7,71.3,64.0,7.3,-3.0,87.0,1.0,A+,Away,Over,True,True
2,Texas,Alabama,19,20,5.5,21.5,-16.0,56.4,64.5,-8.1,-1.0,39.0,1.0,A+,Home,Under,True,True
2,Arkansas,South Carolina,44,30,-4.0,-9.5,5.5,71.4,56.5,14.9,14.0,74.0,1.0,A+,Away,Over,False,True
2,Army,UTSA,38,41,3.8,1.5,2.3,67.4,54.0,13.4,-3.0,79.0,1.0,A+,,Over,,True
2,New Mexico,Boise State,14,31,23.5,17.0,6.5,26.1,43.5,-17.4,-17.0,45.0,1.0,A+,Away,Under,,False
2,UTEP,New Mexico State,20,13,-3.5,-17.0,13.5,37.1,46.0,-8.9,7.0,33.0,1.0,A+,Away,Under,True,True
2,Air Force,Colorado,41,10,-26.7,-17.5,-9.2,43.2,50.0,-6.8,31.0,51.0,1.0,A+,Home,Under,True,False
2,Fresno State,Oregon State,32,35,9.2,-1.0,10.2,48.1,59.0,-10.9,-3.0,67.0,1.0,A+,Away,Under,True,False
2,Arizona,Mississippi State,17,39,16.5,13.0,3.5,79.3,58.5,20.8,-22.0,56.0,1.0,A+,Away,Over,True,False
2,Vanderbilt,Wake Forest,25,45,11.3,14.0,-2.7,87.4,65.5,21.9,-20.0,70.0,1.0,A+,,Over,,True
2,Kansas State,Missouri,40,12,-14.7,-7.0,-7.7,42.0,52.5,-10.5,28.0,52.0,1.0,A+,Home,Under,True,True
2,West Virginia,Kansas,42,55,-3.7,-14.0,10.3,93.0,60.0,33.0,-13.0,97.0,1.0,A+,Away,Over,True,True
2,Ball State,Western Michigan,30,37,-2.7,6.5,-9.2,30.2,52.0,-21.8,-7.0,67.0,1.0,A+,Home,Under,False,False
2,Michigan State,Akron,52,0,-25.5,-34.5,9.0,62.4,56.0,6.4,52.0,52.0,1.0,A+,Away,Over,False,False
2,Louisiana,Eastern Michigan,49,21,-7.9,-11.0,3.1,44.0,56.0,-12.0,28.0,70.0,1.0,A+,Away,Under,False,False
2,Illinois,Virginia,24,3,-22.5,-3.5,-19.0,12.3,55.0,-42.7,21.0,27.0,1.0,A+,Home,Under,True,True
2,Central Michigan,South Alabama,24,38,14.8,-6.0,20.8,41.0,57.5,-16.5,-14.0,62.0,1.0,A+,Away,Under,True,False
2,Auburn,San José State,24,16,-10.1,-24.0,13.9,46.8,48.5,-1.7,8.0,40.0,1.0,A+,Away,,True,
2,Notre Dame,Marshall,21,26,-9.7,-21.0,11.3,24.6,48.5,-23.9,-5.0,47.0,1.0,A+,Away,Under,True,True
2,Ohio State,Arkansas State,45,12,-41.4,-44.5,3.1,68.6,68.5,0.1,33.0,57.0,1.0,C,Away,,True,
3,Houston,Kansas,30,48,-5.0,-8.5,3.5,102.4,58.5,43.9,-18.0,78.0,1.0,A+,Away,Over,True,True
3,Syracuse,Purdue,32,29,-1.6,-1.5,-0.1,51.7,60.0,-8.3,3.0,61.0,1.0,A+,,Under,,False
3,Miami (OH),Cincinnati,17,38,16.6,24.0,-7.4,20.0,51.0,-31.0,-21.0,55.0,1.0,A+,Home,Under,True,False
3,Northern Illinois,Vanderbilt,28,38,6.3,-2.5,8.8,77.3,58.5,18.8,-10.0,66.0,1.0,A+,Away,Over,True,True
3,Auburn,Penn State,12,41,13.6,2.0,11.6,56.6,47.5,9.1,-29.0,53.0,1.0,A+,Away,Over,True,True
3,Iowa,Nevada,27,0,-31.1,-23.5,-7.6,20.4,39.5,-19.1,27.0,27.0,1.0,A+,Home,Under,True,True
3,UCLA,South Alabama,32,31,-7.9,-15.5,7.6,65.6,59.0,6.6,1.0,63.0,1.0,A,Away,Over,True,True
3,Texas,UTSA,41,20,-18.6,-13.0,-5.6,71.2,57.0,14.2,21.0,61.0,1.0,A+,Home,Over,True,True
3,Iowa State,Ohio,43,10,-14.0,-19.5,5.5,40.7,47.5,-6.8,33.0,53.0,1.0,A,Away,Under,False,False
3,Kansas State,Tulane,10,17,-9.4,-13.5,4.1,49.4,49.0,0.4,-7.0,27.0,1.0,C,Away,,True,
3,Wake Forest,Liberty,37,36,-14.7,-18.0,3.3,73.6,65.0,8.6,1.0,73.0,1.0,A+,Away,Over,True,True
3,Georgia Tech,Ole Miss,0,42,20.1,17.5,2.6,56.4,62.5,-6.1,-42.0,42.0,1.0,A,,Under,,True
3,Indiana,Western Kentucky,33,30,6.9,-7.0,13.9,73.5,61.5,12.0,3.0,63.0,1.0,A+,Away,Over,True,True
3,Oregon,BYU,41,20,-19.5,-4.0,-15.5,86.1,58.0,28.1,21.0,61.0,1.0,A+,Home,Over,True,True
3,Texas A&M,Miami,17,9,-13.9,-6.5,-7.4,40.9,45.5,-4.6,8.0,26.0,1.0,A,Home,Under,True,True
3,NC State,Texas Tech,27,14,-2.0,-10.0,8.0,50.3,56.0,-5.7,13.0,41.0,1.0,A+,Away,Under,False,True
3,Louisville,Florida State,31,35,0.6,3.0,-2.4,46.9,57.0,-10.1,-4.0,66.0,1.0,A+,,Under,,False
3,Michigan,UConn,59,0,-40.5,-47.5,7.0,33.3,58.5,-25.2,59.0,59.0,1.0,A+,Away,Under,False,False
3,Baylor,Texas State,42,7,-24.2,-30.0,5.8,56.2,53.0,3.2,35.0,49.0,1.0,B,Away,Over,False,False
3,Maryland,SMU,34,27,-10.0,-3.0,-7.0,83.7,74.0,9.7,7.0,61.0,1.0,A+,Home,Over,True,False
3,New Mexico,UTEP,27,10,8.3,2.0,6.3,37.0,38.0,-1.0,17.0,37.0,1.0,A,Away,,False,
3,South Carolina,Georgia,7,48,21.0,25.5,-4.5,47.7,56.0,-8.3,-41.0,55.0,1.0,A+,Home,Under,False,True
3,Utah,San Diego State,35,7,-25.1,-22.5,-2.6,36.4,48.5,-12.1,28.0,42.0,1.0,A+,,Under,,True
3,USC,Fresno State,45,17,-17.9,-12.0,-5.9,70.0,71.5,-1.5,28.0,62.0,1.0,B,Home,,True,
3,Washington,Michigan State,39,28,-13.7,-3.5,-10.2,73.9,56.5,17.4,11.0,67.0,1.0,A+,Home,Over,True,True
3,Tennessee,Akron,63,6,-44.0,-47.5,3.5,70.7,67.0,3.7,57.0,69.0,1.0,C,Away,Over,False,True
3,Florida,South Florida,31,28,-25.5,-23.5,-2.0,99.1,58.0,41.1,3.0,59.0,1.0,A+,,Over,,True
3,Washington State,Colorado State,38,7,-30.4,-17.0,-13.4,24.2,52.0,-27.8,31.0,45.0,1.0,A+,Home,Under,True,True
3,LSU,Mississippi State,31,16,-5.0,3.0,-8.0,52.4,53.0,-0.6,15.0,47.0,1.0,A+,Home,,True,
3,Nebraska,Oklahoma,14,49,11.4,10.5,0.9,64.0,65.5,-1.5,-35.0,63.0,1.0,,,,,
3,Wisconsin,New Mexico State,66,7,-20.7,-37.5,16.8,26.4,45.0,-18.6,59.0,73.0,1.0,A+,Away,Under,False,False
4,Wake Forest,Clemson,45,51,6.7,8.0,-1.3,77.5,58.0,19.5,-6.0,96.0,1.0,A+,,Over,,True
4,Louisville,South Florida,41,3,-26.6,-15.5,-11.1,76.1,63.0,13.1,38.0,44.0,1.0,A+,Home,Over,True,False
4,Eastern Michigan,Buffalo,31,50,-2.3,-7.0,4.7,62.0,57.0,5.0,-19.0,81.0,1.0,B,Away,Over,True,True
4,Auburn,Missouri,17,14,-2.3,-7.5,5.2,50.4,51.0,-0.6,3.0,31.0,1.0,B,Away,,True,
4,Air Force,Nevada,48,20,-25.0,-24.0,-1.0,27.9,47.0,-19.1,28.0,68.0,1.0,A+,,Under,,False
4,Houston,Rice,34,27,-20.8,-17.5,-3.3,85.8,52.5,33.3,7.0,61.0,1.0,A+,Home,Over,False,True
