week,homeTeam,awayTeam,home_score,away_score,model_spread,vegas_spread,edge_spread,model_total,vegas_total,edge_total,actual_margin,actual_total,confidence,grade,bet_spread,bet_total,won_spread,won_total
11,South Carolina,Vanderbilt,47,6,-17.8,-14.0,-3.8,59.3,58.0,1.3,41.0,53.0,1.0,C,Home,,True,
11,James Madison,UConn,44,6,-29.9,-27.0,-2.9,51.9,,,38.0,50.0,1.0,,,,,
12,San José State,San Diego State,24,13,-10.7,-14.0,3.3,52.8,51.0,1.8,11.0,37.0,1.0,C,Away,,True,
11,Kansas,Texas Tech,13,16,-4.8,-3.5,-1.3,61.6,61.0,0.6,-3.0,29.0,1.0,,,,,
13,Boston College,Miami,20,45,12.1,9.0,3.1,49.2,,,-25.0,65.0,1.0,C,Away,,True,
11,Liberty,Old Dominion,38,10,-20.6,-13.0,-7.6,62.5,57.5,5.0,28.0,48.0,1.0,A,Home,Over,True,False
11,Colorado,Arizona,31,34,8.8,6.0,2.8,70.0,,,-3.0,65.0,1.0,,,,,
11,Wisconsin,Northwestern,10,24,-8.1,-12.0,3.9,18.9,42.5,-23.6,-14.0,34.0,1.0,A+,Away,Under,True,True
13,New Mexico,Utah State,41,44,3.9,8.5,-4.6,72.5,,,-3.0,85.0,1.0,B,Home,,True,
11,Utah State,Nevada,41,24,-12.9,-15.5,2.6,64.4,,,17.0,65.0,1.0,,,,,
11,Iowa,Rutgers,22,0,-6.5,-2.5,-4.0,8.4,29.5,-21.1,22.0,22.0,1.0,A+,Home,Under,True,True
11,California,Washington State,42,39,-0.5,-1.5,1.0,63.3,59.0,4.3,3.0,81.0,1.0,C,,Over,,True
11,Boise State,New Mexico,42,14,-23.1,-26.5,3.4,66.2,,,28.0,56.0,1.0,C,Away,,False,
11,BYU,Iowa State,13,45,7.2,7.0,0.2,47.7,43.0,4.7,-32.0,58.0,1.0,B,,Over,,True
13,Stanford,Notre Dame,23,56,31.0,24.5,6.5,54.5,,,-33.0,79.0,1.0,A,Away,,True,
13,UCF,Houston,27,13,-12.7,-13.5,0.8,58.9,,,14.0,40.0,1.0,,,,,
13,Buffalo,Eastern Michigan,11,24,-1.9,-6.5,4.6,30.2,37.5,-7.3,-13.0,35.0,1.0,A,Away,Under,True,True
11,Missouri,Tennessee,36,7,-3.1,1.0,-4.1,54.2,,,29.0,43.0,1.0,C,Home,,True,
11,Kansas State,Baylor,59,25,-24.6,-19.0,-5.6,63.4,55.5,7.9,34.0,84.0,1.0,A,Home,Over,True,True
11,Louisiana Tech,Sam Houston,27,42,-1.4,-8.5,7.1,48.5,,,-15.0,69.0,0.75,B,Away,,True,
11,Arkansas,Auburn,10,48,4.8,-3.0,7.8,47.0,50.5,-3.5,-38.0,58.0,1.0,A,Away,Under,True,False
11,Oregon State,Stanford,62,17,-27.8,-20.0,-7.8,57.0,54.0,3.0,45.0,79.0,1.0,A,Home,,True,
11,Marshall,Georgia Southern,38,33,-2.3,1.5,-3.8,68.8,,,5.0,71.0,1.0,C,Home,,True,
11,Oklahoma,West Virginia,59,20,-14.4,-12.0,-2.4,62.8,58.5,4.3,39.0,79.0,1.0,C,,Over,,True
11,UCLA,Arizona State,7,17,-22.7,-16.0,-6.7,43.7,,,-10.0,24.0,1.0,A,Home,,False,
13,Kent State,Northern Illinois,27,37,17.1,18.5,-1.4,31.1,,,-10.0,64.0,1.0,,,,,
13,Louisville,Kentucky,31,38,-2.9,-7.0,4.1,51.8,51.0,0.8,-7.0,69.0,1.0,C,Away,,True,
11,Illinois,Indiana,48,45,-7.1,-5.5,-1.6,38.1,43.0,-4.9,3.0,93.0,1.0,B,,Under,,False
11,UTSA,Rice,34,14,-12.7,-13.0,0.3,64.6,,,20.0,48.0,1.0,,,,,
13,Cincinnati,Kansas,16,49,12.5,6.0,6.5,56.9,,,-33.0,65.0,1.0,A,Away,,True,
11,Nebraska,Maryland,10,13,4.2,1.0,3.2,21.0,,,-3.0,23.0,1.0,C,Away,,True,
11,Tulane,Tulsa,24,22,-18.1,-22.5,4.4,52.1,,,2.0,46.0,1.0,C,Away,,True,
11,Middle Tennessee,Florida International,40,6,-13.9,-11.5,-2.4,48.7,,,34.0,46.0,1.0,,,,,
11,Western Kentucky,New Mexico State,29,38,-3.7,-5.5,1.8,53.5,,,-9.0,67.0,1.0,,,,,
11,Syracuse,Pittsburgh,28,13,-0.5,1.0,-1.5,39.2,,,15.0,41.0,1.0,,,,,
11,Navy,UAB,31,6,-2.2,4.5,-6.7,54.3,,,25.0,37.0,1.0,A,Home,,True,
11,South Alabama,Arkansas State,21,14,-12.7,-12.0,-0.7,60.8,,,7.0,35.0,1.0,,,,,
11,Houston,Cincinnati,14,24,-5.4,-2.5,-2.9,53.0,,,-10.0,38.0,1.0,,,,,
11,Colorado State,San Diego State,22,19,-2.1,-4.5,2.4,49.1,,,3.0,41.0,1.0,,,,,
11,Texas A&M,Mississippi State,51,10,-23.6,-18.5,-5.1,48.5,,,41.0,61.0,1.0,B,Home,,True,
11,San José State,Fresno State,42,18,-1.2,1.0,-2.2,60.0,,,24.0,60.0,1.0,,,,,
10,Alabama,LSU,42,28,-6.8,-3.0,-3.8,67.6,61.5,6.1,14.0,70.0,1.0,A,Home,Over,True,True
10,Florida,Arkansas,36,39,-5.6,-4.5,-1.1,57.6,50.0,7.6,-3.0,75.0,1.0,A,,Over,,True
10,Georgia,Missouri,30,21,-13.9,-15.0,1.1,53.8,56.5,-2.7,9.0,51.0,1.0,,,,,
10,Indiana,Wisconsin,20,14,10.6,9.5,1.1,28.7,45.0,-16.3,6.0,34.0,1.0,A+,,Under,,True
10,Liberty,Louisiana Tech,56,30,-25.0,-16.5,-8.5,66.2,58.0,8.2,26.0,86.0,1.0,A+,Home,Over,True,True
10,Maryland,Penn State,15,51,12.1,8.5,3.6,34.7,50.0,-15.3,-36.0,66.0,1.0,A+,Away,Under,True,False
10,Michigan,Purdue,41,13,-37.6,-32.5,-5.1,38.3,52.5,-14.2,28.0,54.0,1.0,A+,Home,Under,False,False
10,Michigan State,Nebraska,20,17,7.9,3.0,4.9,14.8,34.5,-19.7,3.0,37.0,1.0,A+,Away,Under,False,False
10,Minnesota,Illinois,26,27,-3.1,-1.5,-1.6,32.4,43.0,-10.6,-1.0,53.0,1.0,A+,,Under,,False
10,Mississippi State,Kentucky,3,24,8.5,5.0,3.5,49.0,46.0,3.0,-21.0,27.0,1.0,C,Away,,True,
10,New Mexico State,Middle Tennessee,13,7,-7.5,-3.5,-4.0,46.2,56.5,-10.3,6.0,20.0,1.0,A+,Home,Under,True,True
10,Northwestern,Iowa,7,10,0.7,4.5,-3.8,5.7,30.5,-24.8,-3.0,17.0,1.0,A+,Home,Under,True,True
10,Ole Miss,Texas A&M,38,35,0.4,-3.0,3.4,54.4,53.5,0.9,3.0,73.0,1.0,C,Away,,,
10,Rutgers,Ohio State,16,35,20.8,19.0,1.8,24.6,42.5,-17.9,-19.0,51.0,1.0,A+,,Under,,False
10,South Carolina,Jacksonville State,38,28,-10.0,-15.5,5.5,50.1,55.0,-4.9,10.0,66.0,0.75,C,Away,Under,True,False
10,Tennessee,UConn,59,3,-32.2,-36.0,3.8,47.7,55.0,-7.3,56.0,62.0,1.0,A,Away,Under,False,False
10,UTEP,Western Kentucky,13,21,8.9,9.5,-0.6,53.3,54.5,-1.2,-8.0,34.0,1.0,,,,,
10,Arizona,UCLA,27,10,-5.7,2.5,-8.2,54.0,50.0,4.0,17.0,37.0,1.0,A+,Home,Over,True,False
10,Colorado,Oregon State,19,26,8.7,13.5,-4.8,65.1,62.5,2.6,-7.0,45.0,1.0,B,Home,,True,
10,Oregon,California,63,19,-24.2,-24.5,0.3,68.1,59.0,9.1,44.0,82.0,1.0,A+,,Over,,True
10,USC,Washington,42,52,2.6,3.0,-0.4,86.7,76.5,10.2,-10.0,94.0,1.0,A+,,Over,,True
10,Utah,Arizona State,55,3,-24.7,-11.0,-13.7,41.8,40.5,1.3,52.0,58.0,1.0,A+,Home,,True,
10,Washington State,Stanford,7,10,-20.5,-13.0,-7.5,59.9,59.5,0.4,-3.0,17.0,1.0,A,Home,,False,
10,Clemson,Notre Dame,31,23,4.8,3.0,1.8,46.9,44.5,2.4,8.0,54.0,1.0,,,,,
10,Duke,Wake Forest,24,21,-18.3,-6.5,-11.8,39.5,41.0,-1.5,3.0,45.0,1.0,A+,Home,,False,
10,Syracuse,Boston College,10,17,-3.4,-3.0,-0.4,43.7,51.0,-7.3,-7.0,27.0,1.0,A,,Under,,True
10,Pittsburgh,Florida State,7,24,18.7,21.5,-2.8,41.5,50.0,-8.5,-17.0,31.0,1.0,A+,,Under,,True
10,Virginia,Georgia Tech,17,45,9.9,-2.0,11.9,56.8,57.5,-0.7,-28.0,62.0,1.0,A+,Away,,True,
10,NC State,Miami,20,6,-0.1,5.5,-5.6,44.6,44.0,0.6,14.0,26.0,1.0,B,Home,,True,
10,Texas Tech,TCU,35,28,0.1,-2.5,2.6,58.7,59.5,-0.8,7.0,63.0,1.0,,,,,
10,Baylor,Houston,24,25,-1.0,-3.0,2.0,60.5,58.5,2.0,-1.0,49.0,1.0,,,,,
10,Cincinnati,UCF,26,28,10.7,3.5,7.2,50.7,59.5,-8.8,-2.0,54.0,1.0,A+,Away,Under,False,True
10,Iowa State,Kansas,21,28,-1.9,-2.5,0.6,53.8,53.0,0.8,-7.0,49.0,1.0,,,,,
10,Oklahoma State,Oklahoma,27,24,9.3,6.0,3.3,66.6,61.5,5.1,3.0,51.0,1.0,B,Away,Over,False,False
10,West Virginia,BYU,37,7,-10.4,-13.0,2.6,57.3,48.5,8.8,30.0,44.0,1.0,A+,,Over,,False
10,Tulsa,Charlotte,26,33,-7.1,-4.5,-2.6,50.4,47.5,2.9,-7.0,59.0,1.0,,,,,
10,East Carolina,Tulane,10,13,5.6,17.0,-11.4,40.0,46.0,-6.0,-3.0,23.0,1.0,A+,Home,Under,True,True
10,UAB,Florida Atlantic,45,42,2.9,-1.0,3.9,59.8,59.5,0.3,3.0,87.0,1.0,C,Away,,False,
10,Temple,Navy,32,18,0.8,7.0,-6.2,44.2,46.0,-1.8,14.0,50.0,1.0,A,Home,,True,
10,North Texas,UTSA,29,37,12.4,7.5,4.9,78.4,71.0,7.4,-8.0,66.0,1.0,A,Away,Over,True,False
10,Memphis,South Florida,59,50,-9.9,-13.5,3.6,79.4,68.5,10.9,9.0,109.0,1.0,A+,Away,Over,True,True
10,Rice,SMU,31,36,15.5,12.0,3.5,63.1,59.5,3.6,-5.0,67.0,1.0,C,Away,Over,False,True
10,Troy,South Alabama,28,10,-8.8,-5.5,-3.3,53.0,44.5,8.5,18.0,38.0,1.0,A+,Home,Over,True,False
10,Georgia State,James Madison,14,42,16.9,6.0,10.9,65.4,53.0,12.4,-28.0,56.0,1.0,A+,Away,Over,True,True
10,Old Dominion,Coastal Carolina,24,28,2.7,1.0,1.7,54.8,51.0,3.8,-4.0,52.0,1.0,C,,Over,,True
10,Arkansas State,Louisiana,37,17,3.0,9.0,-6.0,69.7,60.0,9.7,20.0,54.0,1.0,A+,Home,Over,True,False
10,Toledo,Buffalo,31,13,-17.4,-14.0,-3.4,37.6,,,18.0,44.0,1.0,C,Home,,True,
10,Bowling Green,Ball State,24,21,-8.1,-6.5,-1.6,33.4,,,3.0,45.0,1.0,,,,,
10,Akron,Kent State,31,27,-9.9,-4.0,-5.9,29.2,,,4.0,58.0,1.0,B,Home,,,
10,Fresno State,Boise State,37,30,3.3,-3.0,6.3,63.3,55.0,8.3,7.0,67.0,1.0,A+,Away,Over,False,True
10,Wyoming,Colorado State,24,15,-9.6,-6.0,-3.6,49.1,41.0,8.1,9.0,39.0,1.0,A+,Home,Over,True,False
10,New Mexico,UNLV,14,56,15.6,10.0,5.6,70.1,61.0,9.1,-42.0,70.0,1.0,A+,Away,Over,True,True
13,Florida International,Western Kentucky,28,41,15.2,10.0,5.2,56.0,,,-13.0,69.0,1.0,B,Away,,True,
14,Alabama,Georgia,27,24,0.9,5.0,-4.1,51.7,56.0,-4.3,3.0,51.0,1.0,C,Home,Under,True,True
14,Florida State,Louisville,16,6,-12.6,-3.5,-9.1,48.6,51.0,-2.4,10.0,22.0,1.0,A+,Home,,True,
14,Liberty,New Mexico State,49,35,-15.5,-10.5,-5.0,57.2,54.0,3.2,14.0,84.0,1.0,B,Home,Over,True,True
14,Toledo,Miami (OH),14,23,-4.0,-8.5,4.5,29.0,46.0,-17.0,-9.0,37.0,1.0,A+,Away,Under,True,True
8,Miami,Clemson,28,20,0.5,3.0,-2.5,47.7,48.5,-0.8,8.0,48.0,1.0,,,,,
8,Florida State,Duke,38,20,-8.8,-14.5,5.7,43.0,49.5,-6.5,18.0,58.0,1.0,A,Away,Under,False,False
8,Alabama,Tennessee,34,20,-11.1,-9.5,-1.6,52.1,47.5,4.6,14.0,54.0,1.0,B,,Over,,True
8,Arkansas,Mississippi State,3,7,-8.4,-6.5,-1.9,50.1,46.5,3.6,-4.0,10.0,1.0,C,,Over,,False
8,Illinois,Wisconsin,21,25,6.0,3.0,3.0,27.6,40.5,-12.9,-4.0,46.0,1.0,A+,,Under,,False
8,Michigan State,Michigan,0,49,33.6,24.5,9.1,29.1,46.0,-16.9,-49.0,49.0,1.0,A+,Away,Under,True,False
6,Oklahoma State,Kansas State,29,21,8.4,11.5,-3.1,66.2,53.5,12.7,8.0,50.0,1.0,A+,Home,Over,True,False
8,Ohio State,Penn State,20,12,-4.4,-4.0,-0.4,28.1,45.5,-17.4,8.0,32.0,1.0,A+,,Under,,True
6,Illinois,Nebraska,7,20,-0.3,-3.5,3.2,20.8,43.0,-22.2,-13.0,27.0,1.0,A+,Away,Under,True,True
6,UAB,South Florida,56,35,8.4,3.5,4.9,75.0,68.5,6.5,21.0,91.0,1.0,A,Away,Over,False,True
8,Iowa,Minnesota,10,12,-8.0,-3.5,-4.5,9.8,30.5,-20.7,-2.0,22.0,1.0,A+,Home,Under,False,True
8,Georgia Tech,Boston College,23,38,-13.2,-5.5,-7.7,53.9,57.0,-3.1,-15.0,61.0,1.0,A,Home,Under,False,False
2,Oklahoma,SMU,28,11,-9.2,-16.5,7.3,63.8,68.5,-4.7,17.0,39.0,1.0,A,Away,Under,False,True
7,Florida International,UTEP,14,27,3.8,1.5,2.3,46.1,44.0,2.1,-13.0,41.0,1.0,,,,,
7,New Mexico State,Sam Houston,27,13,-10.9,-4.5,-6.4,39.5,43.0,-3.5,14.0,40.0,0.75,B,Home,Under,True,True
7,Michigan,Indiana,52,7,-35.0,-34.0,-1.0,36.2,45.5,-9.3,45.0,59.0,1.0,A+,,Under,,False
7,Vanderbilt,Georgia,20,37,34.5,32.5,2.0,59.2,55.0,4.2,-17.0,57.0,1.0,C,,Over,,True
7,Colorado,Stanford,43,46,-16.6,-11.5,-5.1,65.5,59.0,6.5,-3.0,89.0,1.0,A,Home,Over,False,True
7,Memphis,Tulane,21,31,-6.3,3.5,-9.8,67.4,57.0,10.4,-10.0,52.0,1.0,A+,Home,Over,False,False
7,Houston,West Virginia,41,39,7.1,2.5,4.6,59.5,52.5,7.0,2.0,80.0,1.0,A,Away,Over,False,True
9,California,USC,49,50,6.6,10.5,-3.9,81.0,67.0,14.0,-1.0,99.0,1.0,A+,Home,Over,True,True
7,East Carolina,SMU,10,31,17.4,11.0,6.4,46.2,50.5,-4.3,-21.0,41.0,1.0,A,Away,Under,True,True
7,Purdue,Ohio State,7,41,30.1,18.0,12.1,33.8,52.0,-18.2,-34.0,48.0,1.0,A+,Away,Under,True,True
7,South Carolina,Florida,39,41,-1.4,-2.5,1.1,56.5,50.0,6.5,-2.0,80.0,1.0,A,,Over,,True
7,Tennessee,Texas A&M,20,13,1.0,-3.0,4.0,53.0,54.5,-1.5,7.0,33.0,1.0,C,Away,,False,
7,Wisconsin,Iowa,6,15,-4.9,-9.5,4.6,5.0,35.0,-30.0,-9.0,21.0,1.0,A+,Away,Under,True,True
7,Washington State,Arizona,6,44,4.8,-7.5,12.3,64.4,57.5,6.9,-38.0,50.0,1.0,A+,Away,Over,True,False
7,Utah,California,34,14,-10.5,-11.0,0.5,51.0,44.0,7.0,20.0,48.0,1.0,A,,Over,,True
7,Washington,Oregon,36,33,5.1,-3.0,8.1,73.8,67.0,6.8,3.0,69.0,1.0,A+,Away,Over,,True
7,Duke,NC State,24,3,-8.1,-3.5,-4.6,37.6,44.0,-6.4,21.0,27.0,1.0,A,Home,Under,True,True
7,Florida State,Syracuse,41,3,-25.7,-18.5,-7.2,44.5,53.5,-9.0,38.0,44.0,1.0,A+,Home,Under,True,True
7,Pittsburgh,Louisville,38,21,8.6,7.5,1.1,43.3,44.5,-1.2,17.0,59.0,1.0,,,,,
7,North Carolina,Miami,41,31,-1.7,-2.5,0.8,61.6,56.5,5.1,10.0,72.0,1.0,B,,Over,,True
9,Coastal Carolina,Marshall,34,6,-4.8,4.0,-8.8,56.3,45.0,11.3,28.0,40.0,1.0,A+,Home,Over,True,False
5,Sam Houston,Jacksonville State,28,35,7.6,6.5,1.1,41.1,36.5,4.6,-7.0,63.0,0.5,,,Over,,True
15,Army,Navy,17,11,-12.0,-2.0,-10.0,28.7,28.0,0.7,6.0,28.0,1.0,A+,Home,,True,
14,Washington,Oregon,34,31,5.1,9.0,-3.9,73.8,67.0,6.8,3.0,65.0,1.0,A,Home,Over,True,False
14,Tulane,SMU,14,26,9.3,-4.0,13.3,53.6,50.5,3.1,-12.0,40.0,1.0,A+,Away,Over,True,False
14,Texas,Oklahoma State,49,21,-18.5,-14.0,-4.5,62.5,55.0,7.5,28.0,70.0,1.0,A,Home,Over,True,True
14,Iowa,Michigan,0,26,19.3,23.5,-4.2,12.5,35.0,-22.5,-26.0,26.0,1.0,A+,Home,Under,False,True
14,UNLV,Boise State,20,44,0.0,2.5,-2.5,71.3,58.0,13.3,-24.0,64.0,1.0,A+,,Over,,True
12,Northern Illinois,Western Michigan,24,0,-7.4,-3.0,-4.4,40.4,55.5,-15.1,24.0,24.0,1.0,A+,Home,Under,True,True
12,Bowling Green,Toledo,31,32,6.0,10.0,-4.0,41.7,52.0,-10.3,-1.0,63.0,1.0,A+,Home,Under,True,False
12,Miami (OH),Buffalo,23,10,-15.9,-8.5,-7.4,26.6,41.5,-14.9,13.0,33.0,1.0,A+,Home,Under,True,True
12,Maryland,Michigan,24,31,16.5,21.0,-4.5,35.3,50.0,-14.7,-7.0,55.0,1.0,A+,Home,Under,True,False
12,Oregon State,Washington,20,22,2.4,1.0,1.4,66.1,64.0,2.1,-2.0,42.0,1.0,,,,,
12,Washington State,Colorado,56,14,-6.5,-5.5,-1.0,68.0,63.5,4.5,42.0,70.0,1.0,B,,Over,,True
12,Eastern Michigan,Akron,30,27,-9.5,-5.5,-4.0,26.0,39.0,-13.0,3.0,57.0,1.0,A+,Home,Under,False,False
12,Ohio,Central Michigan,34,20,-13.9,-8.5,-5.4,33.0,46.5,-13.5,14.0,54.0,1.0,A+,Home,Under,True,False
12,Colorado State,Nevada,30,20,-11.4,-11.0,-0.4,51.1,47.5,3.6,10.0,50.0,1.0,C,,Over,,True
12,Fresno State,New Mexico,17,25,-17.3,-24.0,6.7,62.1,56.5,5.6,-8.0,42.0,1.0,A,Away,Over,True,False
12,Tulsa,North Texas,28,35,2.1,3.0,-0.9,75.4,66.5,8.9,-7.0,63.0,1.0,A+,,Over,,False
12,Indiana,Michigan State,21,24,-6.1,-4.5,-1.6,32.1,47.0,-14.9,-3.0,45.0,1.0,A+,,Under,,True
12,Ball State,Kent State,34,3,-17.0,-13.0,-4.0,27.5,42.0,-14.5,31.0,37.0,1.0,A+,Home,Under,True,True
12,Charlotte,Rice,7,28,11.5,2.0,9.5,55.2,47.5,7.7,-21.0,35.0,1.0,A+,Away,Over,True,False
12,Middle Tennessee,UTEP,34,30,-7.6,-8.0,0.4,46.0,48.5,-2.5,4.0,64.0,1.0,,,,,
12,West Virginia,Cincinnati,42,21,-15.1,-6.5,-8.6,51.3,56.0,-4.7,21.0,63.0,1.0,A+,Home,Under,True,False
12,Jacksonville State,Louisiana Tech,56,17,-13.6,-9.0,-4.6,54.4,55.5,-1.1,39.0,73.0,0.75,C,Home,,True,
12,Arizona,Utah,42,18,-3.8,1.0,-4.8,52.1,44.5,7.6,24.0,60.0,1.0,A,Home,Over,True,True
12,Iowa,Illinois,15,13,-8.6,-3.5,-5.1,14.4,30.5,-16.1,2.0,28.0,1.0,A+,Home,Under,False,True
12,Army,Coastal Carolina,28,21,-0.5,5.5,-6.0,41.3,,,7.0,49.0,1.0,A,Home,,True,
12,Virginia,Duke,30,27,17.0,4.0,13.0,45.1,48.5,-3.4,3.0,57.0,1.0,A+,Away,Under,False,False
12,Navy,East Carolina,10,0,4.2,-3.0,7.2,31.3,33.5,-2.2,10.0,10.0,1.0,A,Away,,False,
12,Miami,Louisville,31,38,-3.0,1.5,-4.5,51.8,47.5,4.3,-7.0,69.0,1.0,B,Home,Over,False,True
12,Arkansas State,Texas State,77,31,3.8,3.5,0.3,69.2,59.5,9.7,46.0,108.0,1.0,A+,,Over,,True
12,UAB,Temple,34,24,-6.1,-7.0,0.9,68.5,65.0,3.5,10.0,58.0,1.0,C,,Over,,False
12,Virginia Tech,NC State,28,35,0.2,-3.5,3.7,41.6,45.5,-3.9,-7.0,63.0,1.0,C,Away,Under,True,False
12,Western Kentucky,Sam Houston,28,23,-12.1,-12.5,0.4,49.2,52.0,-2.8,5.0,51.0,0.75,,,,,
12,Pittsburgh,Boston College,24,16,-5.4,-1.0,-4.4,40.7,47.0,-6.3,8.0,40.0,1.0,A,Home,Under,True,True
12,Iowa State,Texas,16,26,11.7,8.0,3.7,49.1,48.5,0.6,-10.0,42.0,1.0,C,Away,,True,
12,Missouri,Florida,33,31,-11.7,-10.5,-1.2,57.2,59.5,-2.3,2.0,64.0,1.0,,,,,
12,Air Force,UNLV,27,31,-2.2,-4.0,1.8,56.9,47.0,9.9,-4.0,58.0,1.0,A+,,Over,,True
12,South Alabama,Marshall,28,0,-11.2,-8.0,-3.2,58.1,51.5,6.6,28.0,28.0,1.0,A,Home,Over,True,False
12,Utah State,Boise State,10,45,11.7,4.0,7.7,73.7,64.5,9.2,-35.0,55.0,1.0,A+,Away,Over,True,False
12,Mississippi State,Southern Miss,41,20,-12.9,-14.0,1.1,55.1,46.5,8.6,21.0,61.0,1.0,A+,,Over,,True
