week,homeTeam,awayTeam,home_score,away_score,model_spread,vegas_spread,edge_spread,model_total,vegas_total,edge_total,actual_margin,actual_total,confidence,grade,bet_spread,bet_total,won_spread,won_total
9,LSU,Texas A&M,25,49,1.2,1.5,-0.3,45.4,50.5,-5.1,-24.0,74.0,1.0,B,,Under,,False
11,Clemson,Florida State,24,10,-7.0,-1.5,-5.5,45.5,56.5,-11.0,14.0,34.0,1.0,A+,Home,Under,True,True
10,SMU,Miami,26,20,2.0,8.5,-6.5,50.8,50.5,0.3,6.0,46.0,1.0,A,Home,,True,
12,Alabama,Oklahoma,21,23,-2.5,-6.5,4.0,42.0,45.5,-3.5,-2.0,44.0,1.0,C,Away,Under,True,True
14,Texas,Texas A&M,27,17,-2.8,2.5,-5.3,53.8,54.5,-0.7,10.0,44.0,1.0,B,Home,,True,
14,Louisiana,UL Monroe,30,27,-7.9,-11.5,3.6,59.7,47.5,12.2,3.0,57.0,1.0,A+,Away,Over,True,True
13,Colorado,Arizona State,17,42,-3.8,7.0,-10.8,51.7,47.5,4.2,-25.0,59.0,1.0,A+,Home,Over,False,True
13,Oregon,USC,42,27,-8.6,-10.5,1.9,60.7,59.5,1.2,15.0,69.0,1.0,,,,,
13,Florida,Tennessee,11,31,4.0,3.5,0.5,60.4,57.5,2.9,-20.0,42.0,1.0,,,,,
14,Tulane,Charlotte,27,0,-17.1,-30.5,13.4,55.0,51.5,3.5,27.0,27.0,1.0,A+,Away,Over,True,False
4,Miami,Florida,26,7,-9.8,-8.5,-1.3,48.1,51.5,-3.4,19.0,33.0,0.9,C,,Under,,True
8,Michigan,Washington,24,7,-2.7,-4.0,1.3,46.3,50.5,-4.2,17.0,31.0,1.0,C,,Under,,True
3,LSU,Florida,20,10,-3.9,-4.5,0.6,42.0,47.5,-5.5,10.0,30.0,0.9,B,,Under,,True
1,Kansas State,Iowa State,21,24,-1.9,-3.5,1.6,52.5,49.5,3.0,-3.0,45.0,0.8,,,,,
1,Ohio State,Texas,14,7,-9.1,-3.0,-6.1,46.8,47.5,-0.7,7.0,21.0,0.8,B,Home,,True,
3,Tennessee,Georgia,41,44,2.9,3.5,-0.6,65.1,50.5,14.6,-3.0,85.0,0.9,A+,,Over,,True
3,Georgia Tech,Clemson,24,21,-0.4,3.0,-3.4,52.4,51.5,0.9,3.0,45.0,0.9,C,Home,,True,
13,Utah,Kansas State,51,47,-7.7,-17.5,9.8,61.1,52.5,8.6,4.0,98.0,1.0,A+,Away,Over,True,True
11,Alabama,LSU,20,9,-4.5,-10.0,5.5,42.0,49.5,-7.5,11.0,29.0,1.0,A,Away,Under,False,True
11,Penn State,Indiana,24,27,-2.9,14.5,-17.4,53.2,49.5,3.7,-3.0,51.0,1.0,A+,Home,Over,True,True
3,West Virginia,Pittsburgh,31,24,6.9,7.0,-0.1,56.5,55.5,1.0,7.0,55.0,0.9,,,,,
14,Oklahoma,LSU,17,13,-6.0,-11.5,5.5,42.0,36.5,5.5,4.0,30.0,1.0,B,Away,Over,True,False
14,Sam Houston,Florida International,16,56,5.5,10.5,-5.0,63.4,50.5,12.9,-40.0,72.0,1.0,A+,Home,Over,False,True
14,Auburn,Alabama,20,27,-2.8,7.0,-9.8,42.6,48.5,-5.9,-7.0,47.0,1.0,A+,Home,Under,,True
10,Kansas State,Texas Tech,20,43,4.3,7.5,-3.2,55.9,51.5,4.4,-23.0,63.0,1.0,C,Home,Over,False,True
3,Notre Dame,Texas A&M,40,41,-5.6,-6.5,0.9,59.3,49.5,9.8,-1.0,81.0,0.9,A+,,Over,,True
14,Michigan State,Maryland,38,28,-1.1,-4.0,2.9,53.0,49.5,3.5,10.0,66.0,1.0,C,,Over,,True
14,Stanford,Notre Dame,20,49,18.5,32.5,-14.0,55.0,49.5,5.5,-29.0,69.0,1.0,A+,Home,Over,True,True
14,Hawai'i,Wyoming,27,7,-4.6,-8.5,3.9,43.3,44.5,-1.2,20.0,34.0,1.0,C,Away,,False,
14,Washington,Oregon,14,26,4.0,6.5,-2.5,50.6,51.5,-0.9,-12.0,40.0,1.0,,,,,
14,Illinois,Northwestern,20,13,-7.2,-7.0,-0.2,48.0,44.5,3.5,7.0,33.0,1.0,C,,Over,,False
14,Texas State,South Alabama,49,26,-11.5,-9.5,-2.0,72.3,62.5,9.8,23.0,75.0,1.0,A+,,Over,,True
14,Nebraska,Iowa,16,40,9.1,5.5,3.6,46.4,38.5,7.9,-24.0,56.0,1.0,A,Away,Over,True,True
14,Georgia Tech,Georgia,9,16,8.4,16.5,-8.1,57.8,60.5,-2.7,-7.0,25.0,1.0,A+,Home,,True,
9,Utah,Colorado,53,7,-16.5,-14.0,-2.5,55.0,49.5,5.5,46.0,60.0,1.0,B,,Over,,True
14,Massachusetts,Bowling Green,14,45,8.0,14.0,-6.0,49.5,44.5,5.0,-31.0,59.0,1.0,A,Home,Over,False,True
14,Southern Miss,Troy,18,28,-1.8,-7.0,5.2,61.0,50.5,10.5,-10.0,46.0,1.0,A+,Away,Over,True,False
8,Alabama,Tennessee,37,20,-1.2,-8.5,7.3,61.6,61.5,0.1,17.0,57.0,1.0,A,Away,,False,
14,Kansas State,Colorado,24,14,-12.1,-16.5,4.4,57.0,49.5,7.5,10.0,38.0,1.0,A,Away,Over,True,False
13,UCLA,Washington,14,48,8.3,10.5,-2.2,55.0,51.5,3.5,-34.0,62.0,1.0,C,,Over,,True
13,Oklahoma,Missouri,17,6,-0.6,-4.5,3.9,42.0,42.5,-0.5,11.0,23.0,1.0,C,Away,,False,
13,North Carolina,Duke,25,32,2.6,7.0,-4.4,54.8,50.5,4.3,-7.0,57.0,1.0,C,Home,Over,,True
8,Iowa,Penn State,25,24,2.0,-3.0,5.0,48.8,41.5,7.3,1.0,49.0,1.0,A,Away,Over,True,True
14,Memphis,Navy,17,28,-4.7,-4.0,-0.7,72.7,57.5,15.2,-11.0,45.0,1.0,A+,,Over,,False
14,Colorado State,Air Force,21,42,1.8,2.5,-0.7,59.1,47.5,11.6,-21.0,63.0,1.0,A+,,Over,,True
14,Kansas,Utah,21,31,1.4,10.0,-8.6,60.7,60.5,0.2,-10.0,52.0,1.0,A+,Home,,,
14,Miami (OH),Ball State,45,24,-17.0,-16.5,-0.5,45.0,40.5,4.5,21.0,69.0,1.0,B,,Over,,True
14,UTSA,Army,24,27,-3.1,-8.5,5.4,60.7,50.5,10.2,-3.0,51.0,1.0,A+,Away,Over,True,True
7,Auburn,Georgia,10,20,4.3,4.5,-0.2,46.1,46.5,-0.4,-10.0,30.0,1.0,,,,,
14,Utah State,Boise State,24,25,3.6,1.5,2.1,63.5,54.5,9.0,-1.0,49.0,1.0,A+,,Over,,False
14,Delaware,UTEP,61,31,-2.1,-4.5,2.4,67.5,55.5,12.0,30.0,92.0,1.0,A+,,Over,,True
7,Illinois,Ohio State,16,34,10.3,14.5,-4.2,50.6,51.5,-0.9,-18.0,50.0,1.0,C,Home,,False,
14,Virginia,Virginia Tech,27,7,-3.6,-8.5,4.9,50.9,52.5,-1.6,20.0,34.0,1.0,B,Away,,False,
14,South Florida,Rice,52,3,-18.0,-28.5,10.5,55.3,57.5,-2.2,49.0,55.0,1.0,A+,Away,,False,
14,NC State,North Carolina,42,19,-5.0,-7.0,2.0,47.7,48.5,-0.8,23.0,61.0,1.0,,,,,
14,Marshall,Georgia Southern,19,24,-10.7,-10.5,-0.2,75.4,62.5,12.9,-5.0,43.0,1.0,A+,,Over,,False
14,Syracuse,Boston College,12,34,5.8,3.0,2.8,56.8,53.5,3.3,-22.0,46.0,1.0,C,,Over,,False
5,Penn State,Oregon,24,30,1.7,-3.5,5.2,54.7,53.5,1.2,-6.0,54.0,1.0,B,Away,,True,
14,Rutgers,Penn State,36,40,12.7,14.0,-1.3,62.7,55.5,7.2,-4.0,76.0,1.0,A,,Over,,True
14,Pittsburgh,Miami,7,38,7.7,6.5,1.2,52.2,48.5,3.7,-31.0,45.0,1.0,C,,Over,,False
14,Florida Atlantic,East Carolina,3,42,7.4,7.0,0.4,64.1,66.5,-2.4,-39.0,45.0,1.0,,,,,
14,South Carolina,Clemson,14,28,2.5,-2.5,5.0,42.0,45.5,-3.5,-14.0,42.0,1.0,B,Away,Under,True,True
14,Florida,Florida State,40,21,-0.2,1.5,-1.7,46.2,49.5,-3.3,19.0,61.0,1.0,C,,Under,,False
14,West Virginia,Texas Tech,0,49,11.9,24.5,-12.6,55.0,53.5,1.5,-49.0,49.0,1.0,A+,Home,,False,
6,Alabama,Vanderbilt,30,14,-3.6,-13.5,9.9,58.2,57.5,0.7,16.0,44.0,0.9,A+,Away,,False,
14,New Mexico,San Diego State,23,17,0.0,1.5,-1.5,44.1,41.5,2.6,6.0,40.0,1.0,,,,,
14,USC,UCLA,29,10,-13.3,-21.5,8.2,55.0,58.5,-3.5,19.0,39.0,1.0,A+,Away,Under,True,True
14,Mississippi State,Ole Miss,19,38,6.4,7.5,-1.1,62.2,62.5,-0.3,-19.0,57.0,1.0,,,,,
14,BYU,UCF,41,21,-5.0,-17.5,12.5,49.2,46.5,2.7,20.0,62.0,1.0,A+,Away,,False,
14,New Mexico State,Middle Tennessee,24,31,-3.2,-3.0,-0.2,60.6,52.5,8.1,-7.0,55.0,1.0,A+,,Over,,True
14,Eastern Michigan,Western Michigan,21,31,2.0,10.0,-8.0,47.1,49.5,-2.4,-10.0,52.0,1.0,A+,Home,,,
14,Missouri State,Louisiana Tech,30,42,8.4,-2.5,10.9,61.6,45.5,16.1,-12.0,72.0,1.0,A+,Away,Over,True,True
14,Tennessee,Vanderbilt,24,45,-6.7,-2.5,-4.2,73.0,66.5,6.5,-21.0,69.0,1.0,A,Home,Over,False,True
14,Michigan,Ohio State,9,27,8.0,9.5,-1.5,45.9,42.5,3.4,-18.0,36.0,1.0,C,,Over,,False
14,Louisville,Kentucky,41,0,-7.6,1.5,-9.1,49.2,45.5,3.7,41.0,41.0,1.0,A+,Home,Over,True,False
14,Duke,Wake Forest,49,32,-3.6,-2.5,-1.1,60.1,53.5,6.6,17.0,81.0,1.0,A,,Over,,True
14,Liberty,Kennesaw State,42,48,-6.4,2.5,-8.9,62.6,55.5,7.1,-6.0,90.0,1.0,A+,Home,Over,False,True
14,Baylor,Houston,24,31,-6.5,-2.5,-4.0,68.1,56.5,11.6,-7.0,55.0,1.0,A+,Home,Over,False,False
14,Central Michigan,Toledo,3,21,9.5,11.5,-2.0,42.8,46.5,-3.7,-18.0,24.0,1.0,C,,Under,,True
14,Arkansas,Missouri,17,31,0.1,4.5,-4.4,62.4,54.5,7.9,-14.0,48.0,1.0,A,Home,Over,False,False
14,North Texas,Temple,52,25,-9.5,-20.5,11.0,68.0,65.5,2.5,27.0,77.0,1.0,A+,Away,,False,
3,Indiana,Indiana State,73,0,-35.8,-47.5,11.7,61.7,60.5,1.2,73.0,73.0,0.57,A,Away,,False,
3,Houston,Colorado,36,20,-11.7,-4.0,-7.7,55.2,45.5,9.7,16.0,56.0,0.9,A+,Home,Over,True,True
3,Arizona,Kansas State,23,17,-2.4,1.5,-3.9,57.4,55.5,1.9,6.0,40.0,0.9,C,Home,,True,
3,Wake Forest,NC State,24,34,-4.1,7.5,-11.6,53.0,52.5,0.5,-10.0,58.0,0.8,A+,Home,,False,
3,UCLA,New Mexico,10,35,0.0,-15.5,15.5,52.2,52.5,-0.3,-25.0,45.0,0.8,A+,Away,,True,
14,TCU,Cincinnati,45,23,-3.9,-3.0,-0.9,62.0,58.5,3.5,22.0,68.0,1.0,C,,Over,,True
14,App State,Arkansas State,29,30,-1.8,1.5,-3.3,64.7,54.5,10.2,-1.0,59.0,1.0,A+,Home,Over,True,True
3,Northwestern,Oregon,14,34,9.2,25.5,-16.3,50.0,50.5,-0.5,-20.0,48.0,0.9,A+,Home,,True,
3,Tulane,Duke,34,27,-0.2,-1.5,1.3,72.6,52.5,20.1,7.0,61.0,0.9,A+,,Over,,True
3,Temple,Oklahoma,3,42,9.8,23.5,-13.7,54.6,50.5,4.1,-39.0,45.0,0.9,A+,Home,Over,False,False
3,Troy,Memphis,7,28,2.8,4.5,-1.7,63.8,51.5,12.3,-21.0,35.0,0.9,A+,,Over,,False
3,Alabama,Wisconsin,38,14,-13.7,-17.5,3.8,44.4,45.5,-1.1,24.0,52.0,0.9,C,Away,,False,
3,Syracuse,Colgate,66,24,-7.0,-36.5,29.5,53.5,64.5,-11.0,42.0,90.0,0.8,A+,Away,Under,False,False
3,Texas Tech,Oregon State,45,14,-19.7,-24.5,4.8,55.0,61.5,-6.5,31.0,59.0,0.9,B,Away,Under,False,True
3,North Texas,Washington State,59,10,-6.4,-6.5,0.1,65.4,57.5,7.9,49.0,69.0,0.9,A,,Over,,True
3,Virginia Tech,Old Dominion,26,45,3.3,-5.5,8.8,56.1,50.5,5.6,-19.0,71.0,0.9,A,Away,Over,True,True
3,Purdue,USC,17,33,7.9,20.5,-12.6,55.2,59.5,-4.3,-16.0,50.0,0.9,A+,Home,Under,True,True
3,Penn State,Villanova,52,6,-22.1,-46.5,24.4,58.6,57.5,1.1,46.0,58.0,0.64,A+,Away,,True,
3,Iowa,Massachusetts,47,7,-28.8,-35.5,6.7,55.0,44.5,10.5,40.0,54.0,0.9,A+,Away,Over,False,True
3,South Carolina,Vanderbilt,7,31,3.8,-3.0,6.8,54.7,48.5,6.2,-24.0,38.0,0.9,A,Away,Over,True,False
3,Wyoming,Utah,6,31,15.4,24.5,-9.1,55.0,47.5,7.5,-25.0,37.0,0.9,A+,Home,Over,False,False
3,Tulsa,Navy,23,42,4.0,14.0,-10.0,61.9,52.5,9.4,-19.0,65.0,0.9,A+,Home,Over,False,True
3,Maryland,Towson,44,17,-17.0,-28.5,11.5,58.7,53.5,5.2,27.0,61.0,0.7,A+,Away,Over,True,True
3,Miami,South Florida,49,12,-9.1,-17.5,8.4,60.1,56.5,3.6,37.0,61.0,0.9,A,Away,Over,False,True
3,Kent State,Buffalo,28,31,-0.5,23.5,-24.0,46.1,48.5,-2.4,-3.0,59.0,0.9,A+,Home,,True,
3,Michigan,Central Michigan,63,3,-15.9,-27.5,11.6,47.9,42.5,5.4,60.0,66.0,0.9,A+,Away,Over,False,True
3,Delaware,UConn,44,41,5.4,8.5,-3.1,67.0,52.5,14.5,3.0,85.0,0.9,A+,Home,Over,True,True
14,Minnesota,Wisconsin,17,7,0.1,2.5,-2.4,42.0,38.5,3.5,10.0,24.0,1.0,C,,Over,,False
14,Coastal Carolina,James Madison,10,59,12.2,24.5,-12.3,57.1,54.5,2.6,-49.0,69.0,1.0,A+,Home,,False,
3,Auburn,South Alabama,31,15,-13.1,-26.5,13.4,55.1,56.5,-1.4,16.0,46.0,0.9,A+,Away,,True,
3,Missouri State,SMU,10,28,13.2,29.5,-16.3,57.4,60.5,-3.1,-18.0,38.0,0.9,A+,Home,Under,True,True
3,Arkansas State,Iowa State,16,24,7.2,21.0,-13.8,54.1,55.5,-1.4,-8.0,40.0,0.9,A+,Home,,True,
3,Southern Miss,App State,38,22,-7.5,3.0,-10.5,66.6,55.5,11.1,16.0,60.0,0.9,A+,Home,Over,True,True
3,North Carolina,Richmond,41,6,-5.9,-24.5,18.6,53.5,47.5,6.0,35.0,47.0,0.8,A+,Away,Over,False,False
3,Louisiana Tech,New Mexico State,49,14,-9.4,-10.0,0.6,55.8,42.5,13.3,35.0,63.0,0.9,A+,,Over,,True
3,Missouri,Louisiana,52,10,-15.3,-27.5,12.2,55.0,47.5,7.5,42.0,62.0,0.9,A+,Away,Over,False,True
3,Baylor,Samford,42,7,-23.5,-51.5,28.0,58.7,65.5,-6.8,35.0,49.0,0.7,A+,Away,Under,True,True
14,Washington State,Oregon State,32,8,-9.4,-14.0,4.6,46.7,42.5,4.2,24.0,40.0,1.0,B,Away,Over,False,False
